StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"MADHYA PRADESH",SHAJAPUR,SHUJALPUR,KHARIF,HORTICULTURE,"Condiments and Spices",Garlic,0,"aphid & jassid attack of garlic ?","spray Imidacloprid 5ml. per 15 liter of water.",2013-12-27T20:03:54,2013,12
"UTTAR PRADESH",JAUNPUR,"MAHARAJ GANJ",KHARIF,HORTICULTURE,Fruits,Mango,"	Plant Protection	","aam ka pe shukh raha hai","aam ke charo tarf gudai kare 10-25 FYM 200:100:100 NPK",2013-12-27T20:04:31,2013,12
RAJASTHAN,HANUMANGARH,HANUMANGARH,KHARIF,AGRICULTURE,Cereals,Wheat,0,"TELL ME DOSE IN ZINK SALPHATE IN BARLEY","20-25 KG PER HA. DOSE IN ZINK SALPHATE IN BARLEY",2013-12-27T20:04:51,2013,12
"UTTAR PRADESH",VARANASI,PINDRA,KHARIF,AGRICULTURE,Cereals,Wheat,"	Plant Protection	","LEAF BLIGHT OF RICE","SPRAY ENDOFIL M-45 @ 2 GM./LIT.OF WATER",2013-12-27T20:06:04,2013,12
RAJASTHAN,SIKAR,LACHHMANGARH,KHARIF,AGRICULTURE,Others,Others,"Government Schemes","SUBSIDY ON REEPAR MACHINE","SUBSIDY ON REEPAR MACHINE= 50% OF TOTAL COST OR 40,000/- MAXIMUM",2013-12-27T20:06:22,2013,12
TAMILNADU,TIRUVANNAMALAI,POLUR,KHARIF,AGRICULTURE,Others,Others,Weather,"weather detail for thiruvannamalai dist : date from 21 to 25 no rain","weather detail for thiruvannamalai dist : date from 21 to 25 no rain",2013-12-27T20:09:47,2013,12
MAHARASHTRA,WARDHA,ASHTI,KHARIF,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Bio-Pesticides and Bio-Fertilizers","WILT OF GRAM CROP","&#2332;&#2350;&#2367;&#2344;&#2368;&#2340;&#2368;&#2354; &#2348;&#2369;&#2352;&#2358;&#2368;&#2332;&#2344;&#2381;&#2351; &#2352;&#2379;&#2327;&#2366;&#2306;&#2360;&#2366;&#2336;&#2368; &#2352;&#2375;&#2337;&#2379;&#2350;&#2367;&#2354; &#2327;&#2379;&#2354;&#2381;&#2337; &#2330;&#2368; &#2310;&#2355;&#2357;&#2339;&#2368; &#2325;&#2352;&#2366; &#2409;&#2406; &#2327;&#2381;&#2352;&#2366;&#2350; &#2407;&#2406; &#2354;&#2367;&#2335;&#2352; &#2346;&#2366;&#2339;&#2381;&#2351;&#2366;&#2350;&#2343;&#2375;,&#2346;&#2367;&#2325;&#2366;&#2354;&#2366; &#2340;&#2375;&#2332;&#2346;&#2339;&#2366; &#2351;&#2375;&#2339;&#2381;&#2351;&#2366;&#2325;&#2352;&#2367;&#2340;&#2366; &#2408; % &#2351;&#2370;&#2352;&#2367;&#2351;&#2366; &#2330;&#2368; &#2347;&#2357;&#2366;&#2352;&#2339;&#2368; &#2325;&#2352;&#2366; &#2408;&#2406;&#2406; &#2327;&#2381;&#2352;&#2366;&#2350; &#2407;&#2406; &#2354;&#2367;&#2335;&#2352; &#2346;&#2366;&#2339;&#2381;&#2351;&#2366;&#2350;&#2343;&#2375;",2013-12-27T20:10:08,2013,12
ODISHA,JAGATSINGHAPUR,NAUGAON,NA,AGRICULTURE,Pulses,"Green Gram (Moong Bean/ Moong)","	Field Preparation	","CULTURAL PRACTICES",GIVEN,2013-12-27T20:10:11,2013,12
RAJASTHAN,JALOR,AHORE,NA,AGRICULTURE,Others,Others,Weather,"TELL ME WEATHER INFORMATION","NO RAINFALL NEXT FIVE DAYS",2013-12-27T20:10:31,2013,12
MAHARASHTRA,AURANGABAD,PAITHAN,KHARIF,AGRICULTURE,"Fiber Crops","Cotton (Kapas)","Government Schemes","KCC SMS Registration ?","Mobile number registerd for sms",2013-12-27T20:11:35,2013,12
