StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"HIMACHAL PRADESH",MANDI,"0   ",KHARIF,HORTICULTURE,0,Cabbage,76,"HOW TO CONTROL CATERPILAR IN CABBAGE ?","SPRAY INDOSALFAN @ 1.0-1.5 ML / LITER OF WATER.",2010-01-23T13:18:00,2010,1
"JAMMU AND KASHMIR",JAMMU,"0   ",KHARIF,HORTICULTURE,0,"Pea (Vegetable)",75,"INFORMATION REGARDING CONTROL OF POWDEREY MILDEW IN PEA ?","SPRAY WETTABLE SULPHUR @ 200GM IN 100 LITRE OF WATER PER ACRE.",2010-01-23T13:18:00,2010,1
"ANDHRA PRADESH","WEST GODAVARI","0   ",KHARIF,AGRICULTURE,0,"Sunflower (suryamukhi)",2,"ASKED ABOUT CONTROL OF NECROSIS",NA,2010-01-23T13:20:09,2010,1
RAJASTHAN,SIKAR,"0   ",KHARIF,AGRICULTURE,0,Garlic,3,"TELL ME METHI CROP AFFECTED BY APHID.","SPRAY MELATHION 50EC 1 ML/L WATER.",2010-01-23T13:24:00,2010,1
RAJASTHAN,JHALAWAR,"0   ",KHARIF,AGRICULTURE,0,1037,3,"TELL ME GRAM CROP AFFECTED BY POD BORER.","SPRAY MONOCROTOPHOS 36SL 2 ML/L WATER.",2010-01-23T13:24:00,2010,1
MAHARASHTRA,BEED,"0   ",KHARIF,AGRICULTURE,0,"Sunnhemp (Patua)",27,"Yellowing then reddning of leaves.","Spray Ferrous sulfate @ 50gm/10 liter of water.",2010-01-23T13:26:00,2010,1
RAJASTHAN,BIKANER,"0   ",KHARIF,AGRICULTURE,0,Others,3,"PROBLEM OF  APHID IN CUMIN CROP","USE--DIMETHOYAT-30EC 1ML/LITERWATER BY SPRAY",2010-01-23T13:31:00,2010,1
"UTTAR PRADESH",VARANASI,"0   ",KHARIF,AGRICULTURE,0,Others,29,"call  disconect","call  disconect",2010-01-23T13:33:28,2010,1
"UTTAR PRADESH",BASTI,"0   ",KHARIF,"ANIMAL HUSBANDRY",0,964,45,"buffalo bimari se mar rahi hain","please call at 10 to 5pm in warking day for talk to vat.Dr.",2010-01-23T13:33:46,2010,1
KARNATAKA,BANGALORE,"0   ",NA,AGRICULTURE,0,Others,0,"BLANK CALL","BLANK CALL",2010-01-23T13:40:00,2010,1
