StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"WEST BENGAL","WEST MEDINIPUR",CHANDRAKONA-I,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","আবহাওয়ার পূর্বাভাস :- আপনার ব্লকে আগামী 5 দিনের মধ্যে 12,13 তারিখ হালকা বৃষ্টিপাতের সম্ভাবনা আছে। আর বাকি দিন গুলি বৃষ্টিপাত নেই , সর্বোচ্চ তাপমাত্রা থাকবে 27 ডিগ্রী সেন্টিগ্রেড এবং সর্বনিম্ন তাপমাত্রা থাকবে 15 ডিগ্রী সেন্টিগ্রেড এবং বাতাসের গতিবেগ থাকবে ঘন্টায় 4 কিলোমিটার প্রতি ঘন্টা।",2022-01-08T13:50:57.52,2022,1
"MADHYA PRADESH",BETUL,AMLA,NA,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","Weed Management","Farmer wants to know information about weed management in SUGARCANE crop ?
","गन्ने की खडी फसल में चौड़ीपत्ती  वाले -सकरीपत्ती वाले  मिश्रित खरपतवार के नियंत्रण के लिए 2-4 डी, डिमिथाइल अमीन नमक 58% एसएल 300-500 मिलीलीटर + मेटीब्यूजन 70 wp 300 ग्राम प्रति एकड़ के हिसाब से 150-200 लीटर पानी में घोल बनाकर खरपतवार के 2 -3 पत्ती अवस्था पर छिड़काव करें।
",2022-01-08T13:51:06.257,2022,1
"UTTAR PRADESH",RAMPUR,SHAHABAD,NA,HORTICULTURE,Vegetables,Potato,"	Plant Protection	","Early and Late Blight control in Potato crop..?","श्रीमान जी आलू की फसल में झुलसा रोग नियंत्रण के लिए Metalaxyl 8%+ Mancozeb 64% WP 500 ग्राम + Dimethoate 30% EC 350 ml  / एकर  180 लीटर पानी में घोलकर स्प्रे करें .",2022-01-08T13:51:43.26,2022,1
"ANDHRA PRADESH",ANANTPUR,D.HIREHAL,NA,AGRICULTURE,Oilseeds,"Groundnut (pea nut/mung phalli)","Weed Management"," Farmer asked query on Weed management in groundnut crop ?
","RECOMMENDED TO SPRAY PENDIMETHALIN (STAMP) 1 LITRE /200 LITRES OF WATER ACRE 
RECOMMENDED TO SPRAY OXYFLUORFEN (GOAL) 250 ML /200 LITRES OF WATER PER ACRE 
",2022-01-08T13:51:48.127,2022,1
"ANDHRA PRADESH",GUNTUR,GURAZALA,NA,HORTICULTURE,Vegetables,"Beans ","	Plant Protection	","FARMER ASKED QUERY ON DISEASES  MANAGEMENT IN  BEANS 
","
RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200ML/ACRE


RECOMMENDED TO SPRAY THIODICARB (LARVIN) 300 GR 200 LITRES OF WATER / ACRE   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",2022-01-08T13:51:53.617,2022,1
"ANDHRA PRADESH",KRISHNA,A.KONDURU,NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN CHILLI","RECOMMENDED TO SPRAY SPIROMESIFEN (OBERON) 200 ML/200 LITRES OF WATER /ACRE స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2022-01-08T13:51:54.54,2022,1
MAHARASHTRA,PARBHANI,PALAM,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"Cultural Practices"," FARMER ASKED ABOUT VARIETIES OF CARROT ?
","गाजर -जाती -पुसा केसर, पुसा मेधाली पुसा जमदग्नी
भेंडी -जाती - फुले उत्कर्षा, परभणी क्रांती, अर्का अनामिका, अर्का अभय म्हयको -६४ शान साहिबा  
",2022-01-08T13:51:58.83,2022,1
RAJASTHAN,CHITTAURGARH,"BARI SADRI",NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान, जिले का नाम.  CHITTAURGARH  ..और ब्लॉक…BARI-SADRI . में अगले तीन दिनों में हल्की वर्षा होने की संभावना है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 22 डिग्री सेल्सियस और न्यूनतम तापमान08 डिग्री सेल्सियस और हवा की गति 14 किलोमीटर प्रति घंटा चलने की संभावना है। और बारिश होने की स्थिति में कृपया फसलों में किसी भी प्रकार का स्प्रे ना करें सिंचाई ना करें।
",2022-01-08T13:52:25.333,2022,1
"MADHYA PRADESH",DEWAS,SONKATCH,NA,AGRICULTURE,Others,Others,"Government Schemes","farmer want to know information about PM kisan samman nidhi yojana?
","आप प्रधानमंत्री किसान सम्मान निधि योजना की अधिक जानकारी के लिए पटवारी जी एवं इस नंबर पर संपर्क करे -011-24300606,155261 या इस साइड पर संपर्क करे -https://pmkisan.gov.in/ 
",2022-01-08T13:53:17.203,2022,1
"UTTAR PRADESH",BARABANKI,"BANI KODAR",NA,HORTICULTURE,"Condiments and Spices",Garlic,"	Plant Protection	","Information about yellowing leaf control in Garlic crops ?
","श्रीमान जी लहसुन की फसल में Mancozeb 75 % WP @ 2 ग्राम प्रति लीटर पानी में घोल बनाकर छिड़काव करें |

",2022-01-08T13:53:17.827,2022,1
