StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
RAJASTHAN,JAIPUR,GOVINDGARH,RABI,HORTICULTURE,Flowers,Jasmine,"Fertilizer Use and Availability","TELL ME MICRO NUTRIENT MANAGEMENT","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER",2017-12-04T08:33:37.957,2017,12
"UTTAR PRADESH",FIROZABAD,JASRANA,RABI,AGRICULTURE,Others,Others,Weather,"Information about weather condition...?","There will be cloudy weather with possibility of light precipitation at 5 December",2017-12-04T08:34:09.167,2017,12
"MADHYA PRADESH",DEWAS,BAGLI,RABI,AGRICULTURE,Others,Others,Weather,"Farmer wants to know information about weather forecast?","Chance of no rainfall for next 10 days in your district. and weather will be cloudy for next 03 days.",2017-12-04T08:35:26.833,2017,12
RAJASTHAN,JHALAWAR,JHALRAPATAN,RABI,HORTICULTURE,"Condiments and Spices",Garlic,"	Plant Protection	","TELL ME ROOT ROT CONTROL IN GARLIC ?","DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION",2017-12-04T08:35:40.677,2017,12
HARYANA,PALWAL,PALWAL,RABI,HORTICULTURE,Vegetables,Tomato,"Seeds and Planting Material","varieties of tomato ?","varieties of tomato ?
hisar arun , hisar lalit , hisar lalima",2017-12-04T08:35:44.43,2017,12
"MADHYA PRADESH",MANDSAUR,MANDSAUR,RABI,HORTICULTURE,"Condiments and Spices",Garlic,"	Plant Protection	","Farmer want to know information about  How to control fungal attack IN GARLICcrop ?","Recommended for Spray Use Thiophanate methyl 70 % WP @ 20 GRAM PER PUMP SPRAY",2017-12-04T08:36:12.637,2017,12
"MADHYA PRADESH","EAST NIMAR",KHANDWA,NA,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Fertilizer Use and Availability","How to increase size and production in gram crop?","Recommended for N: P: K 0:52:34 1 kg at per Acer",2017-12-04T08:36:26.11,2017,12
"UTTAR PRADESH",JHANSI,GURSARAI,RABI,AGRICULTURE,Others,Others,Weather,"Weather Information ?","kisan bhai apke yahan 4 december se lekar 9 december tak halke-halke badal bane rahenge lekin poore saptah barish hone ki koi sambhavana nahi hai",2017-12-04T08:36:44.38,2017,12
ODISHA,BARGARH,PADAMPUR,NA,AGRICULTURE,Others,Others,Weather,"rainfall data of padampur","rainfall data of padampur-no rainfall on 4th Dec 2017",2017-12-04T08:37:14.143,2017,12
"MADHYA PRADESH",ASHOKNAGAR,MUNGAOLI,RABI,AGRICULTURE,Others,Others,Weather,"Farmer wants to know information about weather in ashoknagar district?","Ashoknagar 10 Day Weather Forecast Summary: Mostly dry. Warm (max 25°C on Tue afternoon, min 14°C on Wed night). Wind will be generally light.Mostly dry. Warm (max 27°C on Fri afternoon, min 16°C on Sat night). Wind will be generally light. Moderate rain (total 10mm), heaviest on Mon night. Warm (max 27°C on Mon afternoon, min 16°C on Wed night). Wind will be generally light.",2017-12-04T08:37:22.14,2017,12
