StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
PUNJAB,BHATINDA,"TALWANDI SABO",RABI,AGRICULTURE,Cereals,Wheat,"	Plant Protection	","INFORMATION REGARDING CONTROL OF APHID IN WHEAT?","FOR CONTROL OF APHID IN WHEAT,SPRAY CONFIDOR 40ml OR ACTARA 20gm in 80-100 LITRES OF WATER/ACRE.",2017-02-21T08:45:29.583,2017,2
RAJASTHAN,CHITTAURGARH,BEGUN,NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","TELL ME INSECT CONTROL IN ONION ?","SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER",2017-02-21T08:46:10.753,2017,2
PUNJAB,MUKTSAR,GIDDERBAHA,NA,AGRICULTURE,Cereals,Wheat,"Training and Exposure Visits","information regarding contact no of Punjab Mandi Board ?","contact no of Punjab Mandi Board : 1800-180-2060 or 0172-2210125",2017-02-21T08:46:40.72,2017,2
"WEST BENGAL",MURSHIDABAD,HARIHARPARA,RABI,HORTICULTURE,"Condiments and Spices",Cumin,"	Plant Protection	","STEM ROTTING IN BLACK CUMIN","RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50% WP @  4 GM / LIT OF WATER.",2017-02-21T08:47:06.36,2017,2
HARYANA,KAITHAL,KAITHAL,RABI,AGRICULTURE,Cereals,Wheat,Weather,"Information regarding to weather in kaithal ?","weather in kaithal -some cloudy & no chance of rainfall today",2017-02-21T08:47:15.98,2017,2
BIHAR,MADHUBANI,MADHWAPUR,NA,AGRICULTURE,Others,Others,Weather,"WEATHER INFORMATION","Cloudy weather ,but no chance of rain",2017-02-21T08:47:20.807,2017,2
"UTTAR PRADESH",ETAH,ALIGANJ,RABI,AGRICULTURE,Others,Others,Weather,"weather information.","aj mausam saph rahega barish ki sambhavna nahi hai ,",2017-02-21T08:48:47.72,2017,2
RAJASTHAN,DAUSA,BANDIKUI,RABI,HORTICULTURE,Fruits,Guava,"	Plant Protection	","TELL ME CONTROL OF MITE IN GUAVA","SPRAY OF DICOFOL 1.5 ML PER LITER WATER",2017-02-21T08:48:57.277,2017,2
"MADHYA PRADESH",TIKAMGARH,NIWARI,NA,AGRICULTURE,Others,Others,"Government Schemes","Farmer needs information regarding govt. schemes?","Recommended for know about govt. schemes please contact rural agriculture",2017-02-21T08:49:48.68,2017,2
RAJASTHAN,CHURU,TARANAGAR,RABI,AGRICULTURE,Oilseeds,Mustard,"	Plant Protection	","TELL ME APHID CONTROL IN MUSTARD ?","SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER",2017-02-21T08:50:16.463,2017,2
