StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
KARNATAKA,BIJAPUR,BIJAPUR,NA,AGRICULTURE,Others,Others,Weather,"crop insurance contact number","crop insurance	080-22074123 / 18004257919",2018-07-30T11:29:19.243,2018,7
KARNATAKA,GADAG,GADAG,NA,AGRICULTURE,Pulses,"Green Gram (Moong Bean/ Moong)","	Plant Protection	","asked about leaf curl in greengram","spray-dimethoate 2ml/liter of water",2018-07-30T11:29:51.46,2018,7
"UTTAR PRADESH",SITAPUR,BEHTA,KHARIF,AGRICULTURE,Others,Others,Weather,"Information of weather ...??","kisan bhai aaj se 4 august tak baris ki sambhavna hai",2018-07-30T11:29:52.613,2018,7
MAHARASHTRA,NANDED,MODKHED,NA,AGRICULTURE,Millets,"Sorghum (Jowar/Great Millet)","	Plant Protection	","ATTACK OF SUCKING PEST ON SORGHUM?","Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta",2018-07-30T11:30:03.797,2018,7
KARNATAKA,GADAG,SHIRAHATTI,NA,AGRICULTURE,Others,Others,Weather,"Asking about weather report of shirahatti","Precipitation 55%
Cloudy, occasional rain this afternoon",2018-07-30T11:30:17.807,2018,7
TELANGANA,ADILABAD,JAINATH,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT:","A moderate thunderstorm is likely to take place in your area.",2018-07-30T11:30:25.513,2018,7
MAHARASHTRA,GONDIYA,DEORI,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Fertilizer Use and Availability","ASKING ABOUT FERTILISER DOSE FOR PADDY?","APPLICATION OF 10:26:26 2 BAG + UREA 50 KG + MICRO NUTRIENTS 10 KG/ACRE",2018-07-30T11:30:47.12,2018,7
"UTTAR PRADESH",BAREILLY,"FATEHGANJ WEST",KHARIF,AGRICULTURE,Others,Others,Weather,"Information about weather ?","The farmer's brother will remain in your area and there is possibility of rain from  30 july to 3 august!",2018-07-30T11:31:03.093,2018,7
"UTTAR PRADESH",FATEHPUR,DHATA,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Weed Management","Weed management of paddy....?","kisan Bhai Bispiribac sodium 10 % 80 ml/ekad 150 liter pani ki dar se spray kare",2018-07-30T11:31:16.183,2018,7
RAJASTHAN,CHITTAURGARH,"CHHOTI SADRI",NA,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY",2018-07-30T11:31:24.03,2018,7
