StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
CHHATTISGARH,RAIPUR,TILDA,RABI,HORTICULTURE,"Condiments and Spices",Coriander,"Fertilizer Use and Availability","FARMER WANT TO KNOW TO INFORMATION ABOUT HOW TO USES FERTILIZER IN CORIANDER CROP?","RECOMMEND SPRAY IN N:P:K 19:19:19 100 GRAM /15 LITER PER PUMP",2016-01-25T12:24:28.85,2016,1
MAHARASHTRA,BEED,BEED,RABI,HORTICULTURE,Vegetables,Onion,"Fertilizer Use and Availability","ASKED ABOUT GROWTH SPRAY?","SPRAY 00:00:50 – 60 GRAMS IN 15 LITER OF WATER",2016-01-25T12:24:43.137,2016,1
BIHAR,DARBHANGA,GAURABAURAM,NA,AGRICULTURE,Others,Others,Weather,"Weather information","Very low Cloudy weather in your area but no chance of rain",2016-01-25T12:24:52.58,2016,1
KERALA,KOZHIKODE,KOZHIKODE,NA,AGRICULTURE,Others,Others,"	Plant Protection	","white fly control measures","spray neem oil garlic emultion (20 ml neem oil +  
 20 g  garlic + 6 g barsoap)",2016-01-25T12:25:02.233,2016,1
RAJASTHAN,HANUMANGARH,NOHAR,RABI,HORTICULTURE,Vegetables,Potato,"	Plant Protection	","TELL ME BLIGHT CONTROL IN POTATO ?","SPRAY OF RIDOMIL MZ(METALEXYL+MENCOZEB) 2 GM PER LITER WATER",2016-01-25T12:25:04.15,2016,1
MAHARASHTRA,BULDANA,SINDKHEDRAJA,NA,AGRICULTURE,"Fiber Crops","Cotton (Kapas)","Market Information","MARKET RATE ?","MARKET RATE   ---------- /QUINTAL",2016-01-25T12:25:05.1,2016,1
RAJASTHAN,PALI,SOJAT,RABI,HORTICULTURE,"Condiments and Spices",Cumin,"	Plant Protection	","TELL ME ROOT ROT CONTROL IN CUMIN","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION",2016-01-25T12:25:30.187,2016,1
KARNATAKA,CHIKMAGALUR,MUDIGERE,NA,AGRICULTURE,Others,Others,Weather,"weather  report of mudigere","Hi 27°
RealFeel® 32°
Precipitation 3%",2016-01-25T12:25:33.12,2016,1
MAHARASHTRA,JALNA,GHANSAWANGI,NA,AGRICULTURE,Others,Others,Weather,"Asking about weather forecast ?","Partly cloudy, No Possibility of Rain.",2016-01-25T12:25:49.43,2016,1
"UTTAR PRADESH",SAHARANPUR,NAKUR,RABI,AGRICULTURE,Cereals,Wheat,"Fertilizer Use and Availability","gehu ki pattiyo me pilapan hai","NPK powder 20:20:20  1 kilo / acre me 200 liter pani me milaker spray kare",2016-01-25T12:26:19.54,2016,1
