StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
GUJARAT,Mehsana,VADNAGAR,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","આપણે ત્યાં આજનું હવામાન 
તાપમાન-38°C°F
ભેજ : 38%
પવન : 19 km/h",2023-06-11T15:25:19.003,2023,6
GUJARAT,ANAND,PETLAD,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","હવામાનનું અનુમાન તમારા વિસ્તારમાં આગામી પાંચ દિવસ આંશિક વાદળછાયું વાતાવરણ રહી શકે છે, છુટાછવાયા ઝાપટાં થઈ શકે તેવી સંભાવના છે   ",2023-06-11T15:25:29.16,2023,6
"UTTAR PRADESH",BAGHPAT,BINAULI,NA,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","	Plant Protection	","Information about controlling top borer in Sugarcane...?","श्रीमान जी, गन्ने में शीर्ष बेधक के नियंत्रण हेतु- कार्बोफुरान 3 G @ 8- 10 किग्रा /एकड़ की दर से प्रयोग करे |
",2023-06-11T15:25:48.02,2023,6
GUJARAT,KHEDA,NADIAD,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","હવામાનનું અનુમાન તમારા વિસ્તારમાં આગામી પાંચ દિવસ આંશિક વાદળછાયું વાતાવરણ રહી શકે છે, છુટાછવાયા ઝાપટાં થઈ શકે તેવી સંભાવના છે   ",2023-06-11T15:27:13.727,2023,6
"UTTAR PRADESH",PILIBHIT,BILSANDA,NA,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)",Weather,"Farmer asked query on Weather","महोदय, आपके क्षेत्र में आज दिनांक 11 जून से लेकर 17 जून तक आंशिक रूप से हल्के व मध्यम बादल छाए रहेंगे इस बीच हल्की बूंदाबांदी बारिश की भी संभावना है दिन का अधिकतम तापमान 42 डिग्री सेल्सियस न्यूनतम तापमान 30 डिग्री सेल्सियस तक रह सकता है हवा की गति 04 - 07 किलोमीटर प्रति घंटे की रफ्तार से चल सकती हैं अतः मौसम को ध्यान में रखकर कृषि कार्य कीजिए । ",2023-06-11T15:28:06.83,2023,6
"UTTAR PRADESH",BADAUN,ASAFPUR,NA,AGRICULTURE,"Medicinal and Aromatic Plants",Mentha,Weather,"Farmer asked query on Weather","श्रीमान जी 11 जून से 17 जून तक की मौसम की जानकारी दी जा रही है जिसमें आपके यहां पूरे सप्ताह हल्के-फुल्के बादल और हल्की-फुल्की बूंदाबांदी होने की संभावना है आज का न्यूनतम तापमान 30 डिग्री सेंटीग्रेड अधिकतम 36 डिग्री सेंटीग्रेड हवा की गति 11 से 22 किलोमीटर प्रति घंटा चलने की संभावना है महोदय कृषि कार्य मौसम के अनुसार करें
",2023-06-11T15:28:33.49,2023,6
CHHATTISGARH,Balod,GURUR,NA,AGRICULTURE,Cereals,"Paddy (Dhan)",Seeds,"farmer wants to know contact information of Krishi vigyan kendra Raipur regarding paddy seed?","प्रिय किसान भाई धान के बीज हेतु अधिक जानकारी के लिए विभागीय अधिकारी,  डॉ स्वाति बिसेन,  एसएमएस,  कृषि विज्ञान केंद्र  रायपुर, मोबाइल -78280 44299 से संपर्क कर सकते हैं",2023-06-11T15:28:54.223,2023,6
CHHATTISGARH,Surajpur,BHAIYATHAN,NA,AGRICULTURE,Others,Others,"Government Schemes","Farmer needs information regarding Pradhan Mantri Kisan Samman Nidhi Yojana ?","प्रिय किसान भाई प्रधानमंत्री किसान सम्मान निधि योजना में आपके अगली किस्त को जिला के कहने पर राज्य सरकार द्वारा रोक दिया गया है  अतः आप अपने क्षेत्र के ग्रामीण कृषि विस्तार अधिकारी या ब्लॉक ऑफिस में संपर्क करें |",2023-06-11T15:29:45.623,2023,6
JHARKAND,RANCHI,CHANHO,NA,AGRICULTURE,Others,Others,"Government Schemes","PM KISAN SAMMAN NIDHI YOJANA RELATED  QUERY.","श्रीमान जी प्रधानमंत्री किसान सम्मान निधि योजना की बेनिफिशियरी स्टेटस चेक करवाने के लिए रजिस्ट्रेशन नंबर होना चाहिए | ",2023-06-11T15:30:26.42,2023,6
"UTTAR PRADESH",VARANASI,CHIRAIGAON,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about PM- Kisan Samman Nidhi Yojana (PM- KSNY) .....?	","श्रीमान जी पीएम- किसान सम्मान निधि योजना मे जिले के अनुरोध पर राज्य द्वारा पहली किश्त का भुगतान रोका गया |",2023-06-11T15:32:12.653,2023,6
