StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"MADHYA PRADESH",DAMOH,BATIYAGARH,KHARIF,AGRICULTURE,Others,Others,Weather,"farmer want to know information about weather in damoh district?","Dear farmer, in your district 20,21 and 22 are going to be able to light to moderate rainfall.",2017-06-14T15:06:24.863,2017,6
PUNJAB,BARNALA,BARNALA,NA,AGRICULTURE,Others,Others,Weather,"information regarding weather?","weather is cloudy and some chances of rainfall today",2017-06-14T15:07:03.417,2017,6
"MADHYA PRADESH",SAGAR,RAHATGARH,KHARIF,AGRICULTURE,Others,Others,Weather,"farmer want to know information about  weather of your district ?","chance of light  rainfall for next week  distt.",2017-06-14T15:07:20.147,2017,6
RAJASTHAN,HANUMANGARH,BHADRA,KHARIF,AGRICULTURE,Millets,"Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)",Weather,"TELL ME WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 2-3 DAYS OR CLOUDY SKY",2017-06-14T15:07:41.253,2017,6
"UTTAR PRADESH",SAHARANPUR,NAGAL,KHARIF,AGRICULTURE,Others,Others,Weather,"weather information ?","19 june tak ke mausam me baadal chaye rahaege baris ki sambhawana bani rahegi.",2017-06-14T15:07:45.293,2017,6
"UTTAR PRADESH",PILIBHIT,BILSANDA,KHARIF,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","	Plant Protection	","yellow leaf disease in sugarcane ?","Dimecron @ 2 mili / liter pani ke sath spray kare",2017-06-14T15:07:59.43,2017,6
KERALA,ALAPPUZHA,ARYAD,NA,HORTICULTURE,Fruits,Banana,"Nutrient Management","POOR BUNCH GROWTH","recommended to apply 
sulphate of potash",2017-06-14T15:08:20.39,2017,6
HARYANA,HISSAR,HANSI-I,NA,AGRICULTURE,Others,Others,Weather,"Information regarding weather in ?","some  clouds and no chance of rainfall today.",2017-06-14T15:08:36.99,2017,6
"UTTAR PRADESH",BAGHPAT,BAGHPAT,KHARIF,HORTICULTURE,Vegetables,Cauliflower,"	Plant Protection	","Disease management in Cauliflower ?","Kisan bhai aap Carbendazim 12% + Mancozeb 63% WP @ 2 gram / litre pani ka ghol banakr chirkaav kare .",2017-06-14T15:08:38.89,2017,6
"UTTAR PRADESH",JHANSI,MAURANIPUR,KHARIF,AGRICULTURE,Others,Others,Weather,"please give me weather information?","pure saptah wadal chhaye hai halki warish ki sambhawana hai",2017-06-14T15:08:43.42,2017,6
