StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
NA,NA,NA,NA,AGRICULTURE,Others,Others,"Government Schemes","PMKISAN  related query ","--Advised to wait for sometime ",2021-09-29T16:49:39.117,2021,9
BIHAR,SUPAUL,BASANTPUR,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","--बसंतपुर : 29-09-2021 को जारी अगले 5 दिनों का मौसम पूर्वानुमान

दिनांक 30-09-2021 01-10-2021 02-10-2021 03-10-2021 04-10-2021 कुल / औसत
वर्षा (मिमी) 2.1 2.8 74.7 60.9 10.6 151.1
मैक्स। अस्थायी। (℃) ३२.५ ३०.८ ३२.१ २७.३ ३१.२ ३०.८
न्यूनतम। अस्थायी। (℃) २५.० २४.७ २३.३ २२.३ २२.५ २३.६
क्लाउड कवर (ऑक्टा) 8 8 8 7 5 - - -
आरएच मैक्स। (%) 86 82 95 93 93 89.8
आरएच मिन। (%) 59 60 54 66 60 59.8
हवा की गति (किमी प्रति घंटे) 17.0 10.0 10.0 8.0 8.0 10.6
पवन निदेशक (डिग्री) 103 77 72 15 105 - - -",2021-09-29T16:49:39.307,2021,9
MAHARASHTRA,PARBHANI,PARBHANI,NA,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Sowing Time and Weather","FARMER ASKED ABOUT SOWING TIME OF GRAM CROP ?","हरभरा पेरणीचा कालावधी :- जिरायती हरभऱ्याची पेरणी 25 सप्टेंबर ते ऑक्‍टोबरच्या पहिल्या आठवड्यात करावी. बागायती हरभऱ्याची पेरणी 20 ऑक्‍टोबर ते 15 नोव्हेंबर या दरम्यान पूर्ण करावी. ",2021-09-29T16:49:47.01,2021,9
TELANGANA,"BHADRADRI KOTHAGUDEM",PALWANCHA,NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","ROOT ROT MANAGEMENT IN CHILLI","RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS / 1 LITRE OF WATER  ",2021-09-29T16:49:48.633,2021,9
RAJASTHAN,NAGAUR,PARBATSAR,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान जिले का नाम.nagaur .और ब्लॉक…parbatsar .. अगले तीन दिनों में मध्यम वर्षा होने की संभावना है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (34 डिग्री सेल्सियस और न्यूनतम तापमान 28 डिग्री सेल्सियस और हवा की गति 11 किलोमीटर प्रति घंटा) चलने की संभावना है। और बारिश होने की स्थिति में कृपया फसलों में किसी भी प्रकार का स्प्रे ना करें सिंचाई ना करें।",2021-09-29T16:50:05.03,2021,9
HARYANA,JIND,ALEWA,NA,AGRICULTURE,Others,Others,"Training and Exposure Visits","Information regarding contact number of DHO in Jind ?
","आपके जिले के जिला बागवानी अधिकारी का नंबर है -01681-247376
",2021-09-29T16:50:06.09,2021,9
RAJASTHAN,PRATAPGARH,Peepalkhoont,NA,AGRICULTURE,Others,Others,"Government Schemes","TELL ME ABOUT PM KISAN SAMMAN NIDHI YOJANA HELP LINE NUMBER    ?
","प्रधानमंत्री किसान सम्मान निधि योजना के हेल्पलाइन नंबर 1800155261, 1800115526  पर संपर्क करें
",2021-09-29T16:50:10.397,2021,9
RAJASTHAN,DAUSA,SIKRAI,NA,AGRICULTURE,Oilseeds,Mustard,Varieties,"TELL ME ABOUT VARIETY OF MUSTARD ?","सरसों की किस्मे- टी 59,पूसा कल्याणी,पूसा बोल्ड,आर॰एच-30,बायो-902,लक्ष्मी,वसुंधरा(आर॰एच॰9304),जगन्नाथ,आर॰जी॰एन-48,73
",2021-09-29T16:50:13.407,2021,9
MAHARASHTRA,HINGOLI,SENGAON,NA,AGRICULTURE,Others,Others,"Government Schemes","farmer ask about Crop Insurance company contact number","एच डी एफ सी जनरल इन्शुरन्स कंपनी संपर्क क्रमांक 18002660700",2021-09-29T16:50:53.077,2021,9
RAJASTHAN,GANGANAGAR,RAISINGHNAGAR,NA,HORTICULTURE,"Condiments and Spices",Coriander,"	Plant Protection	","TELL ME ABOUT GERMINATION TIME IN CORINANDER?","धनिया के अंकुरण में 2-3 सप्ताह तक का समय लगता है",2021-09-29T16:51:04.76,2021,9
