StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"MADHYA PRADESH",SHIVPURI,NARWAR,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Fertilizer Use and Availability","Farmer wants to know information about fertilizer schedule in Paddy crop?
","धान में उर्वरक प्रबंधन -  सामान्य दशा में निम्नलिखित मात्रा  में उर्वरक प्रयोग करें। बुआई से पूर्व उरबरक  200 किलो ग्राम यूरिया एवं 130 किलो ग्राम डी.ए.पी.   और 70 किलो ग्राम  मुरेट ऑफ पोटाश प्रति हेक्टर और एक वर्ष के अंतर से जिंक सल्फेट 25 कि.ग्रा. प्रति हे. की दर से बुआई या रोपाई के समय प्रयोग करना चाहिए। 
",2020-06-28T17:18:20.467,2020,6
"MADHYA PRADESH","EAST NIMAR","CHHAIGAON MAKHAN",NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","Farmer wants to know information about how to control sucking pest  in chilli crop ?
","मिर्च की फसल में रस चुसक  कीटों को   नियंत्रित करने के लिए   एसिटामिप्रिड 20% एसपी ६-८  ग्राम   की मात्रा को प्रति पंप के हिसाब से छिडकाव करे।
",2020-06-28T17:18:21.153,2020,6
"UTTAR PRADESH",ALIGARH,CHANDAUS,NA,AGRICULTURE,Cereals,"Paddy (Dhan)",Weather,"Information about weather forecast in Chandaus block of Aligarh district ?","महोदय, 28 जून से 3 जुलाई में आंशिक रूप से बादल छाए रहेंगे परन्तु बारिश होने की संभावना नहीं है| आज का न्यूनतम तापमान 28° C और अधिकतम तापमान 37° C एवं हवा की गति 11 -18 किलोमीटर प्रति घंटा रहने की संभावना है। मौसम के अनुसार कृषि कार्य को करे |",2020-06-28T17:18:24.6,2020,6
"UTTAR PRADESH","KANPUR DEHAT",SANDALPUR,NA,AGRICULTURE,Millets,"Maize (Makka)",Weather,"Information about weather forecast of Block Sikandra in District Kanpur Dehat ..... ?","महोदय, 26 जून से 3 जुलाई  तक के बीच हल्की बूंदा बांदी होने की संभावना बनी है, बादल आंशिक रूप से बने रहेंगे, आज का अधिकतम तापमान 36 डिग्री सेल्सियस तथा न्यूनतम तापमान 30 डिग्री सेल्सियस एवं हवा 11 से 14 किलोमीटर प्रति घंटे की रफ्तार से चलेगी मौसम को देखते हुए कृषि कार्य करें.
",2020-06-28T17:19:16.283,2020,6
TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","Asking about Paddy  seed treatments
","கேள்வி ; சேற்று நாற்றங்கால் விதை நேர்த்தி  பதில் ;ஒரு கிலோ விதைக்கு ஒரு லிட்டர் தண்ணீர் என்ற வீதத்தில், கார்பன்டஜிம்  2 கிராம் அல்லது திரம் 2 கிராம்  கலந்து 10 மணி நேரம் ஊர வைத்து பின்னர் வடிகட்டவும்.இவ்வாறு ஊர வைத்த விதையை உடன் விதைக்க வேண்டுமெனில் நனைந்த கோனிச் சாக்கில் கட்டி மூடி, 24மணி நேரம் இருட்டில் வைத்து முளை எட்டி, பின்னர் விதைக்கலாம். அல்லது நிழலில் உலர்த்தி தக்க ஈரப்பதத்தில் சேமித்து பின்னர் விதைக்கலாம்சூடோமோனாஸ் ஃபுளுரசன்ஸ் கலத்தல் ஒரு கிலோ விதைக்கு 10 கிராம் என்ற அளவில் ஒரு லிட்டர் நீரில் கரைத்து 10 மணி நேரம் வைத்து நீரை வடிகட்டி, பின்னர் மேற்கூரிய முறையைப் பின்பற்றி விதைக்கலாம்.அசோஸ்பைரில்லம்  (240 கி/ஏக்கருக்கு ) மற்றும் பாஸ்போபாக்டீரியா (280 கி/ஏக்கருக்கு) அல்லது  அசோபாஸ் (480 கி/ஏக்கருக்கு) ஆகிய நுண்ணுயிர் உரங்களுடன் போதுமான அளவு தண்ணீர் சேர்த்து விதைககளை விதைப்புக்கு முன் ஒரு இரவு முழுவதும் ஊறவைக்கவும் (விதைகளை நீக்கிய பின் கிடைக்கும் கரைசலையும் நாற்றங்காலில் விடலாம்).",2020-06-28T17:20:35.83,2020,6
"MADHYA PRADESH",MANDSAUR,MANDSAUR,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान आपके विकासखंड में दिनांक 29, 30 एवं 02 को हल्की से मध्यम वर्षा की संभावना बन रही है एवं आज का अधिकतम तापमान 36 डिग्री सेल्सियस एवं न्यूनतम तापमान 27 डिग्री सेल्सियस रहने की संभावना है एवं हवा की गति 20 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना है
",2020-06-28T17:20:38.107,2020,6
RAJASTHAN,JAIPUR,AMBER,NA,AGRICULTURE,Oilseeds,Mustard,"	Plant Protection	","CALL DISCONNECT NO FARMER VOICE ","आप दोबारा से कॉल करें",2020-06-28T17:20:51.32,2020,6
HARYANA,JIND,NARWANA,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","Information regarding improved growth in paddy?
","धान  में वृदि के लिए आप  NPK (19:19:19) @1  किलोग्राम 100  लीटर पानी में मिलाकर स्प्रे करें
",2020-06-28T17:21:23.113,2020,6
"UTTAR PRADESH","KANPUR DEHAT",SANDALPUR,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Weed Management","Tell me about Weed management in Paddy..?
","श्रीमानजी धान की फसल में निकाई गुड़ाई के द्वारा खरपतवार नियंत्रण करें.
",2020-06-28T17:21:55.563,2020,6
RAJASTHAN,JAISALMER,JAISALMER,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान जिले का नाम…जैसलमेर ..और ब्लॉक…जैसलमेर अगले तीन दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (42डिग्री सेल्सियस और न्यूनतम तापमान 33डिग्री सेल्सियस और हवा की गति 23किलोमीटर प्रति घंटा) चलने की संभावना है।",2020-06-28T17:24:35.56,2020,6
