StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
MAHARASHTRA,SOLAPUR,BARSHI,KHARIF,AGRICULTURE,Others,Others,Weather,"Asking about weather forecast ?","THIS WEEK WEATHER IS Partly cloudy, No Possibility of Rain.",2017-04-01T19:39:59.433,2017,4
HARYANA,SONEPAT,GOHANA,KHARIF,AGRICULTURE,Others,Others,Weather,"Information regarding weather in sonipat ?","some clouds and no chance of rainfall today.",2017-04-01T19:40:02.117,2017,4
MAHARASHTRA,BEED,ASHTI,RABI,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Market Information","Asking About Market Rate of gram?","Market Rate of  5700 rupees/qtl",2017-04-01T19:40:16.287,2017,4
MAHARASHTRA,SOLAPUR,AKKALKOT,JAYAD,AGRICULTURE,Others,Others,Weather,"Asking about weather forecast  ?","This week weather is Partly cloudy  light CHANCES OF RAINFALL",2017-04-01T19:40:50.007,2017,4
BIHAR,MUZAFFARPUR,BANDRA,RABI,AGRICULTURE,Others,Others,"	Plant Protection	",WEATHER,"NO RAIN",2017-04-01T19:41:01.073,2017,4
TAMILNADU,COIMBATORE,KINATHUKADAVU,JAYAD,AGRICULTURE,Others,Others,Weather,"Weather report for Coimbatore district","Recommended for Today and tomorrow having cloudy weather and Possibility of no  Rainfall chances (Temperature will be 29 degree Celsius (°C), Precipitation Chances ( 0% ) , Humidity level will be (19%)Wind speed of 0km / hr.",2017-04-01T19:41:13.183,2017,4
"MADHYA PRADESH",RAJGARH,SARANGPUR,JAYAD,AGRICULTURE,Others,Others,"Government Schemes","farmer want to know information about govt. schemes of horticulture ?","recommended for to know about govt. schemes of horticulture  please contect rural horticulture extension officer ..",2017-04-01T19:41:30.09,2017,4
"UTTAR PRADESH",SAHARANPUR,"RAMPUR MANIHARAN",JAYAD,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","Cultural Practices","dosse of","dentasu-100 gram/acre bubai kare",2017-04-01T19:42:57.617,2017,4
"ANDHRA PRADESH",GUNTUR,CHERUKUPALLE,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT:","WEATHER REPORT: NO RAIN YOUR AREA CLOUDY WEATHER OCCUR",2017-04-01T19:43:38.723,2017,4
MAHARASHTRA,AKOLA,PATUR,NA,AGRICULTURE,Others,Others,Weather,"Asking About Weather Forecast?","This Week Weather is partially cloudy and no possibility of Rainfall.",2017-04-01T19:43:57.22,2017,4
