StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
MAHARASHTRA,BEED,GEORAI,NA,AGRICULTURE,Others,Others,"Government Schemes","Govt. Schemes- Drip Irrigation subsidies","???? ????????? 50 ?? 60 % ?????? ?????? ?????? ???? ??????? ?????? ??? ????
50-60 % subsidies, REQUESTED TO to visit TAO.",2016-02-08T17:04:23.867,2016,2
"WEST BENGAL",BANKURA,PATRASAYER,RABI,AGRICULTURE,Pulses,"Green Gram (Moong Bean/ Moong)","Cultural Practices","SEED RATE IN GREEN GRAM","SEED RATE 2.5 - 4 KG/BIGHA",2016-02-08T17:04:26.68,2016,2
MAHARASHTRA,JALNA,BHOKARDAN,NA,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Attack of Thrips and Jassids?","Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta",2016-02-08T17:06:49.557,2016,2
BIHAR,SIWAN,ANDAR,RABI,AGRICULTURE,Cereals,Wheat,"	Plant Protection	","Weather information","Cloudy weather in your area & no chance of rain",2016-02-08T17:06:50.54,2016,2
TELANGANA,MAHABOOBNAGAR,AIZA,RABI,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT","The rain is not likely to take place in your area",2016-02-08T17:07:07.41,2016,2
"MADHYA PRADESH",NEEMUCH,MANASA,JAYAD,AGRICULTURE,Others,Others,"	Plant Protection	","farmer want to know information about How to control of fungal attack in kalonji crop ?","contro of fungul attack in kalonji spray of validamycine 30 mili litre /16 litre of water spray",2016-02-08T17:07:21.763,2016,2
GUJARAT,BHAVNAGAR,BOTAD,NA,AGRICULTURE,Others,Others,"	Plant Protection	","Ask about general information","Suggested: All information provided - Thanks for calling in kisaan call center",2016-02-08T17:07:29.353,2016,2
TAMILNADU,VILLUPPURAM,MUGAIYUR,RABI,HORTICULTURE,Vegetables,Mushroom,"Training and Exposure Visits","MushroomtrainingTNAU mushroom dept contact","recommended for TNAU mushroom training dept contact -0422 -6611336",2016-02-08T17:08:06.003,2016,2
MAHARASHTRA,WASHIM,KARANJA,NA,AGRICULTURE,Oilseeds,"Soybean (bhat)","	Plant Protection	","asking about seed treatment soybean ?","seed teartment soybean  – 5 gm tricoderma 1kg seed",2016-02-08T17:08:07.883,2016,2
HARYANA,HISSAR,NARNAUND,RABI,AGRICULTURE,Cereals,Wheat,"Bio-Pesticides and Bio-Fertilizers","Information regarding how to control aphids/sundi in wheat crop?","spray 100 ml confidor in 150 litre water/ acre .",2016-02-08T17:08:37.047,2016,2
