StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"MADHYA PRADESH",SEONI,SEONI,KHARIF,AGRICULTURE,Others,Others,Weather,"Farmer wants to know information about weather?","No chance for rainfall next 5 days for your district",2015-09-06T20:30:54.753,2015,9
HARYANA,SIRSA,RANIA,KHARIF,AGRICULTURE,"Fodder Crops",Guar,"Bio-Pesticides and Bio-Fertilizers","information regarding how to control fangle disease in gaur crop?
control fangle disease in guar :-","spray 10gm streptocyclin+200 gm hayjakenajol.in 200 lit water / acre.",2015-09-06T20:31:52.757,2015,9
PUNJAB,FARIDKOT,"KOT KAPURA",KHARIF,AGRICULTURE,Cereals,"Paddy (Dhan)",Weather,"INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?
 FOR THE CONTROL OF GRASSHOPPER IN PADDY(JHONA) CROP,PLS  SPRAY 350 ML LAMBDA CYHALOTHRIN (KARATE) IN 150 LITRE WATER PER ACRE.","INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?
 FOR THE CONTROL OF GRASSHOPPER IN PADDY(JHONA) CROP,PLS  SPRAY 350 ML LAMBDA CYHALOTHRIN (KARATE) IN 150 LITRE WATER PER ACRE.",2015-09-06T20:32:09.963,2015,9
RAJASTHAN,KARAULI,HINDAUN,KHARIF,AGRICULTURE,Others,Others,"Government Schemes","START MANDI SMS ON MY NO.","WE START SMS SERVICE ON YOUR MO.NO",2015-09-06T20:34:36.903,2015,9
ODISHA,ANUGUL,BANARPAL,KHARIF,AGRICULTURE,Cereals,"Paddy (Dhan)","Fertilizer Use and Availability","STEM BORER","SPRAY CHLOROPYRIPHOS 400ML/ACRE",2015-09-06T20:35:08.543,2015,9
"UTTAR PRADESH",GORAKHPUR,PIPRAICH,KHARIF,AGRICULTURE,Others,Others,Weather,"mausam ki jankari chahiye","aap ke yaha 11 September tak barish ki sambhawnaye nahi hain",2015-09-06T20:35:45.413,2015,9
"MADHYA PRADESH",GUNA,BAMORI,NA,AGRICULTURE,Others,Others,Weather,"farmer want to know information about weather?","no chance of rainfall for next five days.",2015-09-06T20:35:58.093,2015,9
RAJASTHAN,CHITTAURGARH,"CHHOTI SADRI",KHARIF,AGRICULTURE,Oilseeds,"Soybean (bhat)","	Plant Protection	","TELL ME INSECT CONTROL IN SOYABEAN","SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER",2015-09-06T20:36:20.33,2015,9
"UTTAR PRADESH",FAIZABAD,AMANIGANJ,NA,AGRICULTURE,Others,Others,Weather,"mausam ke bare me bataye","aj baadal chhaye rahege barish nahi hogi",2015-09-06T20:36:56.373,2015,9
"UTTAR PRADESH",AZAMGARH,HARAIYA,KHARIF,HORTICULTURE,Vegetables,"Pointed Gourd","	Plant Protection	","ek paudha parwal ka  hai  usame phal nahi  aaraha hai","kuchh  aur paudhe lagaye",2015-09-06T20:37:19.577,2015,9
