StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"UTTAR PRADESH",MAHARAHGANJ,BRIDGEMANGANJ,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about Prime Minister Kisan Samman Nidhi ?
","महोदय प्रधानमंत्री किसान सम्मान निधि की 12वीं किस्त के विषय में जो जानकारी प्राप्त है वह 17 अक्टूबर को सफलतापूर्वक आपके खाते  में हस्तांतरित की जा चुकी है |                                                                 
",2022-12-28T14:51:50.337,2022,12
"UTTAR PRADESH",FARRUKHABAD,MOHAMDABAD,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about PM- Kisan Samman Nidhi Yojana (PM- KSNY) .....?","श्रीमान जी पीएम किसान सम्मान निधि के पंजीकरण में डीबीटी के लिए यूआईडी कभी सक्षम नहीं (आधार को खाते से जोड़ने के लिए अपने बैंक से संपर्क करें) |",2022-12-28T14:52:03.72,2022,12
CHHATTISGARH,Surajpur,ODAGI,NA,AGRICULTURE,Others,Others,"Government Schemes","Farmer needs Information regarding Pradhan Mantri  Kisan Samman Nidhi Yojna ?","प्रिय किसान भाई, प्रधानमंत्री किसान सम्मान निधि योजना से संबंधित अधिक जानकारी के लिए वारिस्थ  कृषि विकास  अधिकारी या ग्रामीण कृषि विस्तार अधिकारी से संपर्क करें |",2022-12-28T14:52:32.88,2022,12
RAJASTHAN,TONK,TODARAISINGH,NA,AGRICULTURE,Others,Others,"Government Schemes","ASKED ABOUT TO SUBSIDY ON PIPE LINE ?","सिंचाई योजना के तहत पाइप लाइन में लागत का 60% लघु /सीमांत किसानों हेतु 18000 रुपये तथा 50% सामान्य किसानों हेतु अधिकतम 15,000 रुपये अनुदान सरकार की तरफ से देय है। अधिकतम राशि 50 रुपये प्रति मीटर एचडीपीई पाइप तथा 35 रुपये प्रति मीटर पीवीसी पाइप पर अनुदान दे है
",2022-12-28T14:52:49.883,2022,12
RAJASTHAN,GANGANAGAR,RAISINGHNAGAR,NA,AGRICULTURE,Oilseeds,Mustard,"Nutrient Management","ASKED ABOUT TO NUTRIENT MANAGEMENT IN  MUSTARD  ?","मोनो अमोनियम फॉस्फेट (12:61: 0)  ग्रेड का 8-10 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।",2022-12-28T14:52:56.903,2022,12
BIHAR,SAMASTIPUR,SINGHIA,NA,AGRICULTURE,Others,Others,"Government Schemes","Query about PM kisan samman nidhi yojna ","किसान भाई आपके कथन के अनुसार आपकी पिछली किस्त आ चुकी है और अगली किस्त की जानकारी चाहिए तो अगली किस्त जो है जनवरी लास्ट तक आने की संभावना है धैर्य बनाए रखें ",2022-12-28T14:53:11.317,2022,12
"WEST BENGAL","SOUTH 24 PARGANAS",BISHNUPUR-I,NA,AGRICULTURE,Others,Others,"Government Schemes","ASKING ABOUT PM KISAN SAMMAN NIDHI YOJANA DETAILS .
","Farmer Name : Basudev Mondal
Father Name: S/O Rabindranath Mondal	Mobile Number: ******7297
State: WEST BENGAL	District: 24 PARAGANAS SOUTH
Village: Bishnupur (CT)	Town: NA
Ward: NA	Home Address: Bishnupur South Twenty Four Parganas West Bengal
Registration Status: Registration done ( WB301043268 )	Registration Date: 09/12/2022
Aadhaar Demo Authentication Status: Success	eKYC Done : YES
Eligibility : YES	
Payment Mode: AADHAAR
Account Number: NA
PFMS / Bank Status: Farmer Record has been accepted by PFMS / Bank	
PFMS Response Date: 25/12/2022
Land Seeding: NO",2022-12-28T14:53:12.83,2022,12
HARYANA,PALWAL,HATHIN,NA,AGRICULTURE,Others,Others,"	Plant Protection	","Information regarding DDA contact number Palwal ?
","डी डी ऐ पलवल से संपर्क करेने के लिए इस नंबर का इस्तेमाल केरे 01275 248920
",2022-12-28T14:53:39.973,2022,12
"WEST BENGAL","SOUTH 24 PARGANAS",BISHNUPUR-I,NA,AGRICULTURE,Others,Others,"Government Schemes","ASKING ABOUT PM KISAN SAMMAN NIDHI YOJANA DETAILS .
","আপনি আপনার নিকটবর্তী ব্লক অফিসের কৃষি দফতরে যোগাযোগ করবেন। 
",2022-12-28T14:54:00.91,2022,12
"WEST BENGAL","SOUTH 24 PARGANAS",BISHNUPUR-I,NA,AGRICULTURE,Others,Others,"Market Information","Farmer asked query on Mandi details",,2022-12-28T14:54:04.997,2022,12
