StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
MAHARASHTRA,AMRAVATI,DARYAPUR,NA,AGRICULTURE,Others,Others,"Government Schemes","Asked About SMS Activation?","TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899",2018-03-26T10:06:46.72,2018,3
"JAMMU AND KASHMIR",BADGAM,KHAG,NA,AGRICULTURE,Others,Others,Weather,"weather forecast ?","1 - 5 of 90 days | All 90 days Next 5 
   
Next 5 Days 


Today

Mar 26



17° /1°C 

Mostly sunny and mild
  
 


Tue

Mar 27



16° /2° 

Mostly cloudy and mild
 More  
 


Wed

Mar 28



14° /0° 

Abundant sunshine
 More  
 


Thu

Mar 29



16° /-1° 

Nice with plenty of sunshine
 More  
 


Fri

Mar 30",2018-03-26T10:07:59.473,2018,3
PUNJAB,FARIDKOT,"KOT KAPURA",RABI,AGRICULTURE,Cereals,Wheat,Weather,"Information regarding weather forecasting?","Mostly cloudy and some chances of rainfall.",2018-03-26T10:08:09.27,2018,3
ODISHA,JAGATSINGHAPUR,TIRTOL,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	","STEM BORER IN OKRA","SPRAY SPINOSAD 1ML PER 3 LITER OF WATER.",2018-03-26T10:08:46.833,2018,3
TAMILNADU,TIRUPUR,Mulanor,RABI,AGRICULTURE,Millets,"Sorghum (Jowar/Great Millet)",Seeds,"sorghum top dressing fertilizer management","Recommended for apply urea 40kg / ac",2018-03-26T10:09:07.507,2018,3
KARNATAKA,SHIMOGA,SHIMOGA,NA,HORTICULTURE,Fruits,Banana,"Seeds and Planting Material","asked about inter cropping in arecanut","can grow any crops upto 3years arecant",2018-03-26T10:09:10.417,2018,3
"MADHYA PRADESH",SAGAR,DEORI,KHARIF,AGRICULTURE,Others,Others,"Market Information","farmer want to know information about the date of purchasing of mustard, lentil and gram in the mandi ?","dear farmer the date of purchasing of mustard, lentil and gram in the mandi is from March 26 to July 15, 2018.",2018-03-26T10:09:10.587,2018,3
BIHAR,"PURBA CHAMPARAN",TETARIYA,NA,AGRICULTURE,Others,Others,"	Plant Protection	","spray in mango after flowering","Spray Planofix @ 1 ml in 5 liter of water",2018-03-26T10:09:19.05,2018,3
"MADHYA PRADESH",GWALIOR,"0   ",NA,AGRICULTURE,Others,Others,"Government Schemes","farmer want to know information about govt. schemes of horticulture ?","recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..",2018-03-26T10:09:20.483,2018,3
BIHAR,SITAMARHI,BATHANAHA,NA,AGRICULTURE,Others,Others,Weather,"weather information","Hazy weather in your area ,no chance of rain",2018-03-26T10:10:39.7,2018,3
