StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"UTTAR PRADESH",JAUNPUR,KERAKAT,KHARIF,AGRICULTURE,Cereals,Wheat,"	Field Preparation	","fungas in","Metalaxyl-8% + Mancozeb-64% WP300-500 gm/acre 200liteer pani me",2014-02-11T11:52:33,2014,2
MAHARASHTRA,BULDANA,"0   ",KHARIF,AGRICULTURE,"Fiber Crops","Cotton (Kapas)",0,"market rate","10/2/14	----	SAILU	QUINTAL	1800	5227	5010	5171",2014-02-11T11:52:41,2014,2
MAHARASHTRA,YEVATMAL,PUSAD,RABI,AGRICULTURE,Others,Others,"Government Schemes","GOVT SSMS ACTIVATION","YOUR SMS SERVICE HAS BEEN ACTIVATED",2014-02-11T11:53:04,2014,2
RAJASTHAN,JHALAWAR,JHALRAPATAN,NA,HORTICULTURE,"Condiments and Spices",Coriander,0,"TELL ME PEST CONTROAL OF CORIANDER","SPRAY OF DIMETHOATE  30% EC 2 ML PAR LITAR WATER",2014-02-11T11:53:40,2014,2
PUNJAB,MUKTSAR,GIDDERBAHA,KHARIF,AGRICULTURE,Cereals,Wheat,"	Plant Protection	","INFORMATION REGARDING POSTEMERGENCE CONTROL OF WEEDS IN WHEAT","FOR CONTROL OF WEEDS IN WHEAT, SPRAY 500 GM ISOPROTURON IN 200 LITRE WATER PER ACRE",2014-02-11T11:54:04,2014,2
RAJASTHAN,TONK,MALPURA,NA,AGRICULTURE,Others,Others,0,"TELL ME POULTRY FARM NO.","POULTRY FARM NO. = 01412350929",2014-02-11T11:54:05,2014,2
DELHI,"North Delhi (Narela)","0   ",KHARIF,HORTICULTURE,Fruits,Guava,"	Plant Protection	","TEL ME GUAVA PLANT VARTY","GUAVA PLANT VARTY   Pusa Srijan ,OR LACKNUW",2014-02-11T11:54:15,2014,2
"UTTAR PRADESH",MATHURA,FARAH,NA,AGRICULTURE,Others,Others,0,"MUSAM KI8 JANKARI","SUKRWAR KO HAILKI BArish hogi",2014-02-11T11:54:19,2014,2
"UTTAR PRADESH",AURAIYA,AURAIYA,KHARIF,AGRICULTURE,Pulses,"Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","moong ki prajati bataye","ta-44, pusa baisakhi, pant mung -1, pusa 110  ki buwai kare",2014-02-11T11:54:40,2014,2
MAHARASHTRA,NASIK,NANDGAON,KHARIF,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","Fertilizer Use and Availability","fertilizer info.","00;52;34 wapar kara",2014-02-11T11:54:48,2014,2
