StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
BIHAR,BEGUSARAI,BEGUSARAI,NA,AGRICULTURE,Others,Others,Credit," Change account in PM Kisan ","इंडिया पोस्ट पेमेंट बैंक में (DBT Enabled) खाता खुलवा लिया है अपडेट होने में 15 से महीने दिन की समय लगती है,अपडेट होने तक इंतजार करें ",2025-04-01T15:26:53.19,2025,4
BIHAR,BEGUSARAI,MANSURCHAK,NA,HORTICULTURE,Fruits,Litchi,"Nutrient Management","nutrient management","1 से 3 साल की फसल के लिए 10-20 किलो गली सड़ी रूड़ी खाद के साथ यूरिया 150-500 ग्राम, सिंगल सुपर फासफेट 200-600 ग्राम और म्यूरेट ऑफ पोटाश 60-150 ग्राम प्रति वृक्ष लगाएं। 4-6 साल की फसल के लिए गली सड़ी रूड़ी की खाद की मात्रा बढ़ा कर 25-40 किलोग्राम, यूरिया 500-1000 ग्राम, सिंगल सुपर फासफेट 750-1250 ग्राम और म्यूरेट ऑफ पोटाश 200-300 ग्राम प्रति वृक्ष लगाएं। 7-10 साल की फसल के लिए गली सड़ी रूड़ी की खाद की मात्रा बढ़ा कर 40-50 किलोग्राम, यूरिया 1000-1500 ग्राम, सिंगल सुपर फासफेट 1000 ग्राम और म्यूरेट ऑफ पोटाश 300-500 ग्राम प्रति वृक्ष लगाएं। जब फसल 10 साल की हो जाये तो गली सड़ी रूड़ी की खाद की मात्रा बढ़ाकर 60 किलोग्राम, यूरिया 1600 ग्राम, सिंगल सुपर फासफेट 2250 ग्राम और म्यूरेट ऑफ पोटाश 600 ग्राम प्रति वृक्ष लगाएं।",2025-04-02T09:51:15.83,2025,4
BIHAR,BEGUSARAI,BEGUSARAI,NA,AGRICULTURE,Millets,"Maize (Makka)","	Plant Protection	","Fall army wors insect control ?","श्रीमान जी मक्का की फसल में सैनिक कीट उसकी गोभ को काट दे रहा है इसकी रोकथाम के लिए कार्टाप हाइड्रोक्लोराइड 50% एसपी 400 ग्राम प्रति एकड़ 200 लीटर पानी में घोल बनाकर छिड़काव करें |",2025-04-02T10:35:55.737,2025,4
BIHAR,BEGUSARAI,BHAGWANPUR,NA,HORTICULTURE,Fruits,Papaya,"	Plant Protection	","Farmer asked about Curling, crinkling and distortion of leaves of papaya 
","किसान भाई आप पपीते में पत्तियों का मुड़ना, सिकुड़ना और विकृत के नियंत्रण के लिए एसिटामिप्रिड 20% एसपी 1 ग्राम 3 लीटर पानी / इमिडाक्लोप्रिड 17.8 SL @ 1 ml 3 लीटर पानी को मिलाकर छिड़काव करे |",2025-04-02T13:29:36.22,2025,4
BIHAR,BEGUSARAI,BHAGWANPUR,NA,HORTICULTURE,Fruits,Papaya,"	Plant Protection	","Pest management on Papaya ","किसान भाई, पपीता में आप कॉपर ऑक्सीक्लोराइड 50% WP 2-3 gm प्रति लीटर पानी में घोल बनाकर छिरकाव करें।  
",2025-04-02T13:31:30.597,2025,4
BIHAR,BEGUSARAI,BHAGWANPUR,NA,AGRICULTURE,Others,Others,"Government Schemes","Query related to Beneficiary status of PM Kisan","किसान भाई ,पीएम किसान के पोर्टल पर KNOW YOUR STATUS पर क्लिक करके आप अपना आवेदन की स्थिति की जांच कर सकते | इस वेबसइट पर जाएं- pmkisan.gov.in/beneficiarystatus_new.aspx 
Know your registration no. पर क्लिक करके आप अपना रजिस्ट्रेशन नंबर प्राप्त कर सकते हैं मोबाइल नंबर या आधार नंबर के माध्यम से ओटीपी देके | 
",2025-04-02T14:12:48.753,2025,4
BIHAR,BEGUSARAI,BEGUSARAI,NA,AGRICULTURE,Cereals,Wheat,"Cultural Practices","Farmer asked query on Weather","प्रिय कृषक बंधु, मौसम का पूर्वानुमान जिला बेगुसराई  के ब्लॉक बेगुसराई  में अगले 5 दिनों में वर्षा  होने की संभावना नहीं है, लेकिन  आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 36°C और न्यूनतम तापमान 24°C है, हवा की रफ्तार 11 किलोमीटर प्रति घंटे की दर से पश्चिमी हवा चलने की संभावना है, और मौसम के पूर्वानुमान के अनुसार गेहूं के फसल कटाई करें |  ",2025-04-03T11:42:44.577,2025,4
BIHAR,BEGUSARAI,BHAGWANPUR,NA,HORTICULTURE,Fruits,Papaya,"	Plant Protection	","Query related to aphid in papaya","किसान भाई Imidacloprid 17.8 SL @ 1 ml/3 लीटर पानी में मिलाकर छिड़काव  करे ",2025-04-04T10:52:25.847,2025,4
BIHAR,BEGUSARAI,MANSURCHAK,NA,HORTICULTURE,Vegetables,Cauliflower,"	Plant Protection	","Insect Management in field before transplanting Cauliflower ","किसान भाई आप कीट नियंत्रण के लिए कार्टाप हाइड्रोक्लोराइड 4% G @ 8-10 किलोग्राम प्रति एकड़ उपयोग कर सकते हैं।",2025-04-04T11:11:31.197,2025,4
BIHAR,BEGUSARAI,DANDARI,NA,HORTICULTURE,Fruits,Mango,"	Plant Protection	","BLIGHT ","कार्बेन्डाजिम + मेन्कोजेब 2 ग्राम प्रति लीटर पानी में मिलाकर स्टिकर के साथ छिड़काव करें। ",2025-04-04T13:07:43.223,2025,4
