StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
MAHARASHTRA,NASIK,BAGLAN,KHARIF,AGRICULTURE,Others,Others,Weather,"Asking about weather forecast Tahsil ?","Tahsil Weather Report- This week weather is cloudy and Possibility of light Rainfall  .",2018-09-07T07:44:12.88,2018,9
RAJASTHAN,BARMER,DHORIMANNA,KHARIF,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY",2018-09-07T07:44:14.533,2018,9
PUNJAB,MANSA,JHUNIR,NA,AGRICULTURE,Others,Others,Weather,"
 information regarding weather forecasting? 
","weather is cloudy and some chances of rainfall today.
",2018-09-07T07:44:28.543,2018,9
GUJARAT,"BANAS KANTHA",DHANERA,NA,AGRICULTURE,Oilseeds,"Groundnut (pea nut/mung phalli)",187,"Ask about groundnut leaf yellow (chlorosis) problem	","Suggested: 150 gm hirakashi powder (FeSo4) + 15 gm limbu na ful (Cytric Acid) / pump spray	",2018-09-06T19:19:46.187,2018,9
PUNJAB,GURDASPUR,"DERA BABA NANAK",NA,AGRICULTURE,Others,Others,Weather," information regarding weather forecasting? 
","weather is cloudy but no chances of rainfall tonight .
",2018-09-06T19:20:26.7,2018,9
RAJASTHAN,JAISALMER,JAISALMER,KHARIF,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY",2018-09-06T19:20:53.05,2018,9
"UTTAR PRADESH","KANPUR DEHAT",AKBARPUR,KHARIF,AGRICULTURE,Cereals,"Paddy (Dhan)","	Plant Protection	","WHITE GRUB IN PADDY CROP","CARTAAP HYDROCLORIDE 4 G 10 KG/ACRE KA BIKHRAAV KARE",2018-09-06T19:21:38.693,2018,9
"UTTAR PRADESH",BARABANKI,HARAKH,KHARIF,AGRICULTURE,Oilseeds,Toria,Varieties,"VARIETY OF TORIA...?","KISAN BHAI AP TORIA KI (BHAWANI) KISM 2 KG/ACRE KI DAR SE BUAAI KARE",2018-09-06T19:22:32.263,2018,9
ODISHA,CUTTACK,MAHANGA,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","Remedial measure Paddy after flood","Advised to ensure proper drainage and spray plain water on Paddy after flood",2018-09-06T19:23:34.773,2018,9
TAMILNADU,MADURAI,KOTTAMPATTI,KHARIF,AGRICULTURE,Others,Others,Seeds,"asking about need for fodder crop seeds","recommended for contact with veterinary department, avaniyapuram ,phone: 0452 248 3903",2018-09-06T19:23:42.09,2018,9
