StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
KARNATAKA,CHIKMAGALUR,"0   ",RABI,9999,0,9999,9999,"Blank Call","Blank Call",2009-05-10T15:35:45,2009,5
"MADHYA PRADESH",DATIA,"0   ",JAYAD,9999,0,9999,9999,"information about soil testing?","pls contact to raeo, kvk or nearest agri. college.",2009-05-10T15:38:23,2009,5
"UTTAR PRADESH","KANPUR DEHAT","0   ",JAYAD,HORTICULTURE,0,Ber,29,"INSECT IN CUCUMBER.","ENDOSULPHON @ 1.5 ML/LIT OF WATER KA SPRAY KAREN.",2009-05-10T15:43:30,2009,5
"UTTAR PRADESH","AMBEDKAR NAGAR","0   ",JAYAD,9999,0,9999,9999,"BEE KEEPING KE BARE MAIN JANKARI DE","PLZ. CONTACT TO K.V.K SE TRANING LE",2009-05-10T15:47:18,2009,5
"JAMMU AND KASHMIR",JAMMU,"0   ",JAYAD,HORTICULTURE,0,Lemon,2,"FARMER WANTS INFORMATION ABOUT THE CONTRO OF ANTHRACNOSE IN LEMON ?","SPRAY COPPER OXYCHLORIDE50WP @ 2 G/LT. OF WATER.",2009-05-10T15:50:24,2009,5
KARNATAKA,9999,"0   ",RABI,9999,0,9999,9999,"Blank Call","Blank Call",2009-05-10T15:55:21,2009,5
"UTTAR PRADESH",CHANDAULI,"0   ",JAYAD,9999,0,9999,9999,"Call Disconnected","Call Disconnected",2009-05-10T15:57:56,2009,5
"UTTAR PRADESH",MAHARAHGANJ,"0   ",JAYAD,9999,0,9999,9999,"KISAN CREDIT CARD KE BARE ME JANKARI","NAJDEEKI BANK KE BRANCH MANAGER SE SAMPARAK KAREN",2009-05-10T15:58:58,2009,5
"WEST BENGAL",9999,"0   ",RABI,9999,0,9999,9999,"Blank Call","Blank Call",2009-05-10T16:02:32,2009,5
"WEST BENGAL",9999,"0   ",RABI,9999,0,9999,9999,"Blank Call","Blank Call",2009-05-10T16:05:06,2009,5
