StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
PUNJAB,MUKTSAR,MALOUT,NA,AGRICULTURE,Others,Others,Weather,"INFORMATION REGARDING TO WEATHER?","SOME CHANCES OF RAINFALL .",2014-05-18T11:05:33,2014,5
BIHAR,"PASHCHIM CHAMPARAN",NAUTAN,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),0,"insect in bhindi?","spray malathian50ec-1ml/lit of water.",2014-05-18T11:05:37,2014,5
PUNJAB,AMRITSAR,TARSIKKA-7,NA,AGRICULTURE,Others,Others,Weather,"INFORMATION REGARDING WEATHER FORECAST","THERE ARE NO CHANCES OF RAIN IN NEXT 5 DAYS.",2014-05-18T11:05:40,2014,5
JHARKAND,DUMKA,DUMKA,RABI,HORTICULTURE,Vegetables,Pumpkin,"	Plant Protection	","Delay in growth","Spray boomflower @ 2 ml in 1 litre of water",2014-05-18T11:06:08,2014,5
PUNJAB,GURDASPUR,GURDASPUR,JAYAD,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN PADDY(JHONA) CROP?","FOR THE CONTROL OF WEEDS IN PADDY(JHONA) CROP,PLS APPLY 1.250LITRE BUTACHLOR OR .500 LITRE PRETILACHLOR MIXED WITH 20KG OF SAND AFTER 3 TO 7 DAYS TRANSPLANTING",2014-05-18T11:06:22,2014,5
"UTTAR PRADESH",SAHARANPUR,NANAUTA,NA,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)",0,"ganna me keeda laga hai","Monocrotophos 36% SL dose/acre : 400 ml/acre",2014-05-18T11:06:27,2014,5
BIHAR,KATIHAR,AZAMNAGAR,NA,HORTICULTURE,Fruits,Litchi,0,"for growing of litchi?","use water sprey for growing of litchi.",2014-05-18T11:06:35,2014,5
JHARKAND,DUMKA,DUMKA,NA,AGRICULTURE,Others,Others,0,"Famer  Kcc Registration   No.-","Famer  Kcc Registration   No.-    JRK_9223415",2014-05-18T11:06:56,2014,5
"MADHYA PRADESH",SEONI,SEONI,RABI,AGRICULTURE,Oilseeds,"Soybean (bhat)","	Plant Protection	","farmer want to know information about soil testing ?","know information about soil testing contact to your department of agriculture.",2014-05-18T11:07:15,2014,5
RAJASTHAN,ALWAR,BANSUR,NA,AGRICULTURE,Others,Others,Weather,"TELL ME BLIGHT CONTROL IN TINDA","SPRAY OF MENCOJEB 2GM PAR LITAR WATER",2014-05-18T11:07:44,2014,5
