StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"JAMMU AND KASHMIR",JAMMU,"0   ",JAYAD,HORTICULTURE,0,2108,76,"INFORMATION ABOUT THE CONTROL OF FRUIT BORER IN TOMATO?","SPRAY WITH ENDOSULFAN 35 EC @ 2ML/LT OF WATER.",2010-04-27T19:47:00,2010,4
RAJASTHAN,BIKANER,"0   ",JAYAD,AGRICULTURE,0,"Groundnut (pea nut/mung phalli)",5,"TELL ME VARIETIES OF GROUNDNUT.","M-13,CHANDRA,GG-20.",2010-04-27T19:52:00,2010,4
ASSAM,KAMRUP,"0   ",NA,"ANIMAL HUSBANDRY",0,"Bovine(Cow,Buffalo)","Disease Management","ASKING ABOUT TREATMENT OF SIMPLE INDIGESTION OF A COW.","SUGGESTED HIM TO ADMINISTER RUMEN BOLUS @2BLUS  TWICE DAILY FOR 3-5 DAYS.",2010-04-27T19:56:00,2010,4
"MADHYA PRADESH",BETUL,"0   ",RABI,HORTICULTURE,0,Mushroom,74,"where from get  mashroom  cultivation training ?","contact to plant PATHOLOGY DEPTT. JNKVV JABALPUR.",2010-04-27T20:01:00,2010,4
RAJASTHAN,JHALAWAR,"0   ",RABI,HORTICULTURE,0,1275,76,"BOTTLE GOURD CROP AFFECTED BY SUCKING PEST.","SPRAY DIAMETHIOT 30 EC 2 ML/L WATER.",2010-04-27T20:02:00,2010,4
MAHARASHTRA,SATARA,"0   ",NA,AGRICULTURE,0,"Green Gram (Moong Bean/ Moong)",0,"market rate.","MUMBAI QUINTAL 644 7200 6500 6987",2010-04-27T20:04:00,2010,4
CHHATTISGARH,RAIPUR,"0   ",NA,AGRICULTURE,0,1137,3,"give the information about agri. subsidy?","contact your raeo for more detail information.",2010-04-27T20:06:00,2010,4
MAHARASHTRA,HINGOLI,"0   ",RABI,HORTICULTURE,0,Onion,"Market Information","market rate","rs 400-600 / qt",2010-04-27T20:07:00,2010,4
TRIPURA,"WEST TRIPURA","0   ",JAYAD,HORTICULTURE,0,1268,93,"proper management of Amrapalli.","At present, Planofix@ 1 ml in 5 lit of water for better production can be used.",2010-04-27T20:15:00,2010,4
RAJASTHAN,SIKAR,"0   ",RABI,HORTICULTURE,0,Rose,78,"TELL ME VARIETIES ROSE.","RED-AVEN,BHIM,HAPINES,MIRANDI.",2010-04-27T20:17:00,2010,4
