StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"UTTAR PRADESH",HATHRAS,SEHPAU,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about beneficiary status of PM kisan samman nidhi scheme
","श्रीमान जी तकनीकी समस्या के कारण प्रधानमंत्री किसान सम्मान निधि योजना का स्टेटस सर्च नहीं हो सकता है कृपया कुछ समय बाद पुनः संपर्क करें 
",2022-06-22T14:18:44.613,2022,6
TELANGANA,ADILABAD,ADILABAD,NA,AGRICULTURE,Others,Others,"Government Schemes","PM KISAN INFORMATION ","CONTACT YOUR AREA MANDAL AGRICULTURE OFFICER ",2022-06-22T14:18:59.62,2022,6
"UTTAR PRADESH",FARRUKHABAD,RAJEPUR,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Agriculture Mechanization","What is the time of sowing of paddy nursery / till when is it planted ?","श्रीमान जी धान की नर्सरी की बुवाई 21 मई से 20 जून तक करते हैं/धान की नर्सरी 21 मई से 20 जून तक डाली जाती है | ",2022-06-22T14:19:21.117,2022,6
TAMILNADU,DHARMAPURI,PENNAGARAM,NA,HORTICULTURE,Flowers,Crossandra,"Organic Farming","Asked about Panjakavya Spray for Crossandra ","கேள்வி : கனகாம்பரம் பயிரில் இலை வழி உர மேலாண்மை பதில் : பஞ்சகாவ்யா 15  மிலி / 1  லிட்டர் நீரில் கலந்து தெளிக்கவும் ",2022-06-22T14:19:31.24,2022,6
MAHARASHTRA,YEVATMAL,DIGRAS,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","हवामान अंदाज या आठवड्यात ढगाळ वातावरण राहील,हलक्‍या ते मध्यम पावसाची शक्यता आहे 
तापमान(अंश सेल्सियस ) -22  आणि कमाल- 35 ,
वाऱ्याचा वेग(किमी/तास) -15 ,धन्यवाद..
",2022-06-22T14:20:49.507,2022,6
"UTTAR PRADESH",ETAH,ALIGANJ,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about of solar pump yojana ?
","महोदय 2 और 3 हार्सपावर के सोलर पम्प पर 60 प्रतिशत तथा 5 हार्सपावर के सोलर पम्प पर  60 प्रतिशत अनुदान है अधिक जानकारी के लिए उप जिला कृषि निदेशक कार्यालय में संपर्क करें",2022-06-22T14:20:54.64,2022,6
RAJASTHAN,BARMER,SHEO,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान जिले का नाम  बाड़मेर  और ब्लॉक  SHEO  अगले पांच दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 35-37 डिग्री सेल्सियस और न्यूनतम तापमान 23-25 डिग्री सेल्सियस और हवा की गति 15-18 किलोमीटर प्रति घंटा चलने की संभावना है।  
",2022-06-22T14:21:03.877,2022,6
RAJASTHAN,SIKAR,"DANTA RAMGARH",NA,AGRICULTURE,Millets,"Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)",Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान जिले का नाम…सीकर  ..और ब्लॉक…दातारामगढ़  अगले तीन दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (35 डिग्री सेल्सियस और न्यूनतम तापमान 24 डिग्री सेल्सियस और हवा की गति 11 किलोमीटर प्रति घंटा) चलने की संभावना है।
",2022-06-22T14:21:09.727,2022,6
"UTTAR PRADESH",BASTI,HARRAIYA,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","
महोदय 22-27 जून के बीच आंशिक रूप से बादल छाए रहेंगे जिसमे आपके यहाँ जिसमें पूरे सप्ताह बारिश होने की कोई संभावना नहीं है | आज का न्यूनतम तापमान 29 डिग्री सेल्सियस और अधिकतम तापमान 35 डिग्री सेल्सियस है और हवा की गति 4-7 किमी/घंटा होने की संभावना है।मौसम के अनुसार कृषि कार्य करें |
",2022-06-22T14:21:12.877,2022,6
MAHARASHTRA,NANDED,BHOKAR,NA,AGRICULTURE,Others,Others,"Weed Management","ASKED ABOUT HERBICIDE FOR BUND WEED CONTROL ?","बांधावरील गवताच्या नियंत्रणासाठी राऊंड UP  या तणनाशकाची फवारणी करा धन्यवाद",2022-06-22T14:21:23.72,2022,6
