StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
CHHATTISGARH,RAIGARH,SARANGARH,NA,AGRICULTURE,Others,Others,Seeds,"farmer want to know information about seed treatment of gram?","recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed",2017-03-02T16:25:13.36,2017,3
RAJASTHAN,BARMER,DHORIMANNA,RABI,AGRICULTURE,Cereals,Wheat,"	Plant Protection	","TELL ME WEATHER INFORMATION","NO RAINFALL NEXT FIVE DAYS",2017-03-02T16:25:37.803,2017,3
GUJARAT,BHAVNAGAR,MAHUVA,RABI,HORTICULTURE,Vegetables,Onion,"Field Preparation","Ask about fungus problem in crop","Suggested: Carbendazim (Bavistin) 50% W.P.  25 gram/pump spray",2017-03-02T16:25:47.183,2017,3
"UTTAR PRADESH",ALLAHABAD,SHANKARGARH,RABI,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	","fruit damage control ?","Quinalphos 25 % EC 1.0 ml/ lit + Copper Oxychloride 50% WP 2 ml/liter water.",2017-03-02T16:25:49.163,2017,3
MAHARASHTRA,NANDED,MODKHED,NA,AGRICULTURE,"Sugar and Starch Crops","Sugarcane (Noble Cane)","Fertilizer Use and Availability","ASKING ABOUT FERTILIZER DOSE FOR RATOON SUGARCANE ?","Apply 10:26:26 2 bag + urea 2 bag + zink sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.",2017-03-02T16:26:22.343,2017,3
"UTTAR PRADESH",JHANSI,BANGRA,RABI,AGRICULTURE,Cereals,Wheat,Weather,"weather condition in jhansi ?","light claudey weather no chance of rain .",2017-03-02T16:26:23.587,2017,3
RAJASTHAN,DAUSA,SIKRAI,JAYAD,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY",2017-03-02T16:26:46.097,2017,3
"UTTAR PRADESH",MAINPURI,KURAOLI,RABI,AGRICULTURE,Others,Others,Weather,"plz, tell me weather information?","7 march tak baadal hai lekin barish ki koi sambhavana nahi hai",2017-03-02T16:27:33.863,2017,3
"MADHYA PRADESH",DEWAS,KHATEGAON,JAYAD,AGRICULTURE,Others,Others,Weather,"Farmer wants to know information about weather forecasting district?","According to meteorology department of India there is no Chance of rainfall for next 5 days from today for your district.",2017-03-02T16:28:16.697,2017,3
MAHARASHTRA,SOLAPUR,"SOUTH  SOLAPUR",JAYAD,HORTICULTURE,Vegetables,Cabbage,"Training and Exposure Visits","sowing time in of cabbage","Cabbage or cabbage leaf and flower crops planted September, the month of October. Vaphaya crop plants make the bed. Vaphaya parallel to the width of 12 to 15 cm off gently, covered with dust, and sow the seeds out of the seed thin line.
Let sieve until the water seed germination. Planting seedlings are sown from seed in 4 to 5 weeks. Lagavadipurvi varambe showers or steam to give the amount of fertilizers. The early arrival of jatinkarita 45 by 45 cm to 60 cm by 45 or 60 late arrival of castes should be planted by a 60 cm distance.",2017-03-02T16:28:40.523,2017,3
