StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"UTTAR PRADESH",SITAPUR,HARGAON,NA,AGRICULTURE,Others,Others,"Government Schemes","Information about pm kisan samman nidhi status ? ","
महोदय प्रधानमंत्री किसान सम्मान निधि के अंतर्गत आप विशेष जानकारी के लिए  अपने जिले के जिला कृषि उपनिदेशक अधिकारी कार्यालय या कृषि विभाग के ब्लॉक पर संपर्क करें

पीएम-किसान हेल्पलाइन नंबर 155261/011-24300606
",2022-09-11T16:00:23.69,2022,9
"MADHYA PRADESH","WEST NIMAR",MAHESHWAR,NA,AGRICULTURE,"Fiber Crops","Cotton (Kapas)",Weather,"Farmer asked query on Weather","मौसम विभाग के अनुसार वेस्ट निमाड़ महेश्वर विकासखंड आज का न्यूनतम तापमान 23 डिग्री सेल्सियस अधिकतम तापमान 30 डिग्री सेल्सियस हवाओं की गति 15 किलोमीटर प्रति घंटा आंशिक रूप से बादल वाला मौसम रहेगा हल्की बूंदाबांदी के साथ बारिश होने की संभावना रहेगी",2022-09-11T16:00:25.75,2022,9
"MADHYA PRADESH",SAGAR,SAGAR,NA,AGRICULTURE,Oilseeds,"Soybean (bhat)",Weather,"Farmer asked query on Weather","भारतीय मौसम विज्ञान विभाग के अनुसार सागर जिले में कल से अगले 5 दिन तक हल्की से बादल छाए रहेंगे अलगाववादी भी रहेगी भारी बारिश की संभावना नहीं है अधिकतम तापमान 32 और न्यूनतम 28 डिग्री सेल्सियस एवं हवा की गति 12 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना है",2022-09-11T16:00:32.13,2022,9
RAJASTHAN,BIKANER,LUNKARANSAR,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather","मौसम का पूर्वानुमान, जिले का नाम…बीकानेर ब्लॉक लूणकरणसर.…. में अगले तीन दिनों में वर्षा होने की संभावना नहीं है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 38  डिग्री सेल्सियस और न्यूनतम तापमान 26 डिग्री सेल्सियस और हवा की गति 11 किलोमीटर प्रति घंटा चलने की संभावना है।",2022-09-11T16:00:33.563,2022,9
BIHAR,KAIMUR,CHAND,NA,AGRICULTURE,Cereals,"Paddy (Dhan)",Weather,"Farmer asked query on Weather","अगले पॉँच दिनों में हल्की से मध्यम वर्षा होने की संभावना है | आज का अपेक्षित अधिकतम तापमान (32 डिग्री सेल्सियस और न्यूनतम तापमान 26 डिग्री सेल्सियस और हवा की गति 21 किलोमीटर प्रति घंटा) चलने की संभावना है | ",2022-09-11T16:01:12.033,2022,9
"UTTAR PRADESH",JHANSI,GURSARAI,NA,AGRICULTURE,Others,Others,"Government Schemes","ASKED ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS ?","Registration Number	Name
UP265600717	HARENDRA
Waiting for approval by state",2022-09-11T16:01:24.59,2022,9
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,HORTICULTURE,Vegetables,Radish,Weather,"Farmer asked query on Weather","आपके क्षेत्र में अगले 5   दिनों तक बारिश होने की संभावना  है कल की अधिकतम तापमान  32 डिग्री सेल्सियस न्यूनतम तापमान   24  डिग्री सेल्सियस. हवा की रफ्तार  21   किलोमीटर प्रति घंटे, हवा होने की संभावना है   ",2022-09-11T16:01:31.503,2022,9
"WEST BENGAL","SOUTH 24 PARGANAS",GOSABA,NA,AGRICULTURE,Others,0,Weather,"Farmer asked query on Weather",,2022-09-11T16:01:45.527,2022,9
JHARKAND,PALAMU,HAIDERNAGAR,NA,AGRICULTURE,Others,Others,"Government Schemes","PRADHAN MANTRI KISAN SAMAN NIDHI YOJANA RELATED QUERY","किसान आवेदन की स्थिति
किसान का नाम : बिमलेश पासवान
पिता का नाम : रामनंदन राम मोबाइल नंबर : ******9763
राज्य: झारखंड जिला: PALAMU
गांव: सजवान सलेमपुर टाउन: एन.ए
वार्ड: लागू नहीं घर का पता: सजवान सलेमपुर - (365158)
पंजीकरण की स्थिति: पंजीकरण किया गया (JH282645353) पंजीकरण तिथि: 13/08/2020
आधार स्थिति: आधार संख्या सत्यापित है
सक्रिय/निष्क्रिय: सक्रिय
भुगतान का प्रकार: आधार
खाता संख्या: लागू नहीं
पीएफएमएस / बैंक स्थिति: पीएफएमएस / बैंक द्वारा किसान रिकॉर्ड स्वीकार कर लिया गया है
पीएफएमएस प्रतिक्रिया दिनांक: 17/03/2022
स्थिति पहली किस्त दूसरी किस्त तीसरी किस्त चौथी किस्त 5वीं किस्त
भुगतान की स्थिति: पहली किस्त का भुगतान किया गया दूसरी किस्त का भुगतान किया गया भुगतान संसाधित आरएफटी के लिए राज्य द्वारा हस्ताक्षरित चौथी किस्त के लिए राज्य द्वारा हस्ताक्षरित आरएफटी 5वीं किस्त के लिए राज्य द्वारा हस्ताक्षरित
बैंक का नाम: भारतीय स्टेट बैंक भारतीय स्टेट बैंक ---------------
क्रेडिट किया गया खाता: *********7440 *********7440 ----- ----- -----
क्रेडिट तिथि: 10/11/2020 23/12/2020 --------------------
यूटीआर नंबर: *********6741 *********1391 ----- ----- -----
लेन-देन विफल होने का कारण: ----- ----- ----- ----- -----
एफटीओ लंबित कारण: ------------------------------
स्थिति 6वीं किस्त 7वीं किस्त 8वीं किस्त 9वीं किस्त 10वीं किस्त
भुगतान की स्थिति:	-----	-----	-----	-----	-----
बैंक का नाम:	-----	-----	-----	-----	-----
जमा खाता: ------------------------------
क्रेडिट तिथि: ------------------------------
यूटीआर नंबर: -----------------------------------
लेन-देन विफल होने का कारण: ----- ----- ----- ----- -----
एफटीओ लंबित कारण: ------------------------------
स्थिति 11वीं किस्त
भुगतान की स्थिति:	-----
बैंक का नाम:	-----
क्रेडिट खाता: -----
क्रेडिट तिथि: -----
यूटीआर नंबर: -----
लेन-देन विफल होने का कारण: -----
एफटीओ लंबित कारण: -----",2022-09-11T16:01:55.107,2022,9
TELANGANA,"JOGULAMBA GADWAL",UNDAVELLY,NA,AGRICULTURE,Others,Others,Weather,"Farmer asked query on Weather"," మీ ప్రాంతములో వాతావరణం మబ్బులుగా .వర్షం పడే అవకాశం ఉంది. ",2022-09-11T16:02:42.98,2022,9
