StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"MADHYA PRADESH",UJJAIN,KHACHAROD,KHARIF,AGRICULTURE,Others,Others,"Government Schemes","farmer want to know information about govt. schemes?","recommended for to know about govt. schemes please contect rural agriculture extension officer ..",2017-08-08T19:47:45.903,2017,8
"UTTAR PRADESH",SONBHADRA,GHORAWAL,KHARIF,AGRICULTURE,Others,Others,Weather,"information of weather...?","kisan bhai aapke yahan es saptah 8 august se 11august tak samanya barish aur 12 se 13 august me barish ki khas sambhawana nahi hai.",2017-08-08T19:48:44.487,2017,8
RAJASTHAN,NAGAUR,DIDWANA,KHARIF,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?","RAIN RAINFALL POSSIBILITY IN 5 DAYS IN YOUR DISTRICT ,BUT CLOUDLY SKY",2017-08-08T19:49:05.997,2017,8
MAHARASHTRA,BULDANA,JALGAONJAMOD,NA,AGRICULTURE,"Fiber Crops","Cotton (Kapas)","	Plant Protection	","REDDNING ON COTTON-","????? ???? ??? ????-SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE",2017-08-08T19:49:26.89,2017,8
RAJASTHAN,NAGAUR,NAGAUR,KHARIF,HORTICULTURE,Vegetables,"Bottle Gourd ","	Plant Protection	","TELL ME CONTROL OF SHOOT BORER IN BRINJAL","SPRAY OF PROFENOFOS 1.5 ML PER LITER WATER",2017-08-08T19:49:29.773,2017,8
"ANDHRA PRADESH",KURNOOL,KRISHNAGIRI,NA,AGRICULTURE,Others,Others,Weather,"weather report","weather report:CLOUDY WEATHER  OCCURS IN YOUR AREA",2017-08-08T19:49:45.88,2017,8
KARNATAKA,DAVANAGERE,HARAPPANAHALLI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT","Precipitation 25%
Considerable cloudiness",2017-08-08T19:50:14.473,2017,8
TELANGANA,MAHABOOBNAGAR,GHATTU,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT","WEATHER REPORT: CLOUDY TYPE OF WEATHER OCCUR, CHANCE OF RAIN IN YOUR AREA",2017-08-08T19:50:31.73,2017,8
MAHARASHTRA,WASHIM,MANGRULPIR,NA,AGRICULTURE,Others,Others,Weather,"Asking about weather forecast?","This week weather is Partly Cloudy and Possibility of Rainfal",2017-08-08T19:50:33.22,2017,8
PUNJAB,KAPURTHALA,"SULTANPUR LODHI",NA,AGRICULTURE,Others,Others,Weather,"INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?","WEATHER IS CLOUDY TODAY SOME CHANCES OF LIGHT  RAINFALL.",2017-08-08T19:50:36.03,2017,8
