StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
"UTTAR PRADESH",AGRA,AKOLA,NA,AGRICULTURE,Others,Others,Weather,"information about termite in land ?","dear farmer use foret 10G 10 kigra per acre ",2018-11-13T16:29:49.777,2018,11
TELANGANA,KHAMMAM,TEKULAPALLY,NA,HORTICULTURE,Vegetables,Chillies,187,"NUTRIENT MANAGEMENT","RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID 50 ML/ 200 LITRES OF WATER /ACRE  
",2018-11-13T16:29:50.463,2018,11
"ANDHRA PRADESH",GUNTUR,BOLLAPALLE,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT","WEATHER REPORT 
 DRY WEATHER, NO CHANCE OF RAINFALL IN YOUR AREA 
 ",2018-11-13T16:30:05.5,2018,11
MAHARASHTRA,PARBHANI,MANWAT,NA,AGRICULTURE,Others,Others,Weather,"FARMER ASKED ABOUT IFFCO TOKIO INSURANCE CUSTOMER CARE TOLL FREE   NUMBER ?","IFFCO Tokio Insurance Customer Care Toll Free Number-1-800-103-5499",2018-11-13T16:30:05.72,2018,11
"UTTAR PRADESH",HAMIRPUR,SUMERPUR,NA,AGRICULTURE,Pulses,"Lentil (Masur)",187,"weed problem in lentil...?","Dear farmer use of Pendimethalin 30% EC @ 1.5 liter used with 200 liter of water splash in the field
",2018-11-13T16:30:26.67,2018,11
KARNATAKA,GULBARGA,JEVARGI,NA,HORTICULTURE,Vegetables,Chillies,187,"ASKED ABOUT PLANT PROTECTION
","Spray 1.0 g. Carbendazim 50 WP.OR
3.0 g. Wettable sulphur/lit. water, 15 days after transplanting.
Repeat the spray if required 15 daysinterval.",2018-11-13T16:30:32.833,2018,11
"JAMMU AND KASHMIR",RAJOURI,BUDHAL,NA,AGRICULTURE,Others,Others,Weather,"regarding weather forecasting?","1 - 5 of 90 days | All 90 daysNext 5 
Next 5 Days
TODAY
NOV 13
15° /4°C
Times of clouds and sun
 
WED
NOV 14
9° /3°
Periods of rain; cooler
More 
THU
NOV 15
11° /3°
Mostly cloudy
More 
FRI
NOV 16
12° /4°
Hazy sun
More 
SAT
NOV 17
13° /5°",2018-11-13T16:30:38.59,2018,11
"MADHYA PRADESH",VIDISHA,VIDISHA,NA,AGRICULTURE,Cereals,Wheat,187,"Farmer want to know improved varieties of wheat ?
","Recommended varieties for wheat crop  J.W. 1142, J.W. 1201, H.I. 1544, G.W. 273, J.W. 1106 (Hardia), H.I. 8498 (Hardia), MPO 1215 (hard),",2018-11-13T16:30:51.053,2018,11
HARYANA,AMBALA,SAHA,NA,AGRICULTURE,Others,Others,Weather,"Information regarding weather in ?
","Some clouds and chance of rain fall today.
",2018-11-13T16:30:56.873,2018,11
HARYANA,FARIDABAD,BALLABGARH,NA,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT FOG OR MIST WOULD OCCUR 
",2018-11-13T16:33:07.757,2018,11
