StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
RAJASTHAN,DHAULPUR,DHAULPUR,KHARIF,HORTICULTURE,Vegetables,Brinjal,"Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER",2016-08-31T15:45:40.813,2016,8
"MADHYA PRADESH",MANDSAUR,GAROTH,KHARIF,AGRICULTURE,Oilseeds,"Soybean (bhat)","	Plant Protection	","Farmer wants to know information about how to control sucking pest in crop?","Recommended for to control sucking pest Spray any one of the following insecticides in the initial stage of infestation 
•	dimethoate 30 EC 500 ml/ha
  dimethoate 30 EC 30 ml/pump",2016-08-31T15:46:11.88,2016,8
"ANDHRA PRADESH",KRISHNA,CHATRAI,NA,AGRICULTURE,Others,Others,Weather,"weather report","A moderate thunderstorm is likely takes place in your area",2016-08-31T15:46:12.557,2016,8
"UTTAR PRADESH",JALAUN,MAHEVA,NA,AGRICULTURE,Cereals,"Paddy (Dhan)",Weather,"ASKING ABOUT WEATHER INFORMATION","NO CHANCES OF RAIN TILL 5 SEPTEMBER",2016-08-31T15:46:17.657,2016,8
"MADHYA PRADESH",DATIA,BHANDER,KHARIF,AGRICULTURE,Cereals,"Paddy (Dhan)","	Plant Protection	","Farmer wants to know information about How to control of fungal attack in paddy crop?","Recommended for to control of fungal attack in paddy crop use captan + hexaconazol 40gm.and streptocyclin 2 gram at 15 liter of water",2016-08-31T15:46:36.687,2016,8
MAHARASHTRA,LATUR,LATUR,KHARIF,HORTICULTURE,Vegetables,Chillies,"Seeds and Planting Material","Asked about variety of chilli?","variety of chilli-sitara,pusa jwala,sankeshwari-32,pusa sadabahar.",2016-08-31T15:46:43.93,2016,8
BIHAR,KAIMUR,BHABUA,NA,AGRICULTURE,Others,Others,"	Plant Protection	",weeds,"Oxyflurofen 23.5% EC
Features :
Selective contact Herbicide, absorbed more speedily by foliage and especially through roots
Pre and post emergent herbicide
Controls many broad leaf and grassy weeds
Target Crops : Onion, Garlic, Paddy, Potato, Ground Nut, etc.",2016-08-31T15:47:36.26,2016,8
"UTTAR PRADESH",KHERI,NIGHASAN,KHARIF,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","GROWTH INFORATION IN CHILLI CROP","NYTROBENZIN 2 ML/LITER PANI ME MILAKAR BIKHRAAV KARE",2016-08-31T15:47:39.053,2016,8
TAMILNADU,NAGAPATTINAM,VEDARANYAM,KHARIF,HORTICULTURE,"Plantation Crops",Coconut,"	Plant Protection	","asking about Leaf Blight in coconut","Recommended for spray copper oxychloride 2gm / liter of water",2016-08-31T15:48:04.28,2016,8
KERALA,PATHANAMTHITTA,MALLAPPALLY,NA,AGRICULTURE,Others,Others,"	Plant Protection	","Animal husbandry contact","Animal husbandry contact 
Please contact 1800 419 8800 ( toll free) working hours from 9.30 AM to 7.30 PM (sunday holiday)",2016-08-31T15:48:35.41,2016,8
