StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
PUNJAB,MOGA,BAGHAPURANA,NA,AGRICULTURE,Others,Others,Weather,"Information regarding the weather forecasting in District moga?
","Weather in moga District- there is no rainfall in the next 2 days and weather will remain clear.Today's maximum temperature 29°C and minimum temperature is 20°C and wind speed is 10 km/Hour and you can do the spray on the crops as per weather forecast.
",2019-10-20T17:49:32.53,2019,10
MAHARASHTRA,AKOLA,PATUR,NA,AGRICULTURE,Others,Others,Weather,"FARMER ASKED ABOUT WEATHER FORECAST OF PATUR BLOCK ?
","FARMER ASKED ABOUT WEATHER FORECAST OF PATUR BLOCK - 
THIS WEEK WEATHER PARTLY CLOUDY AND AND LIGHT TO MEDIUM POSSIBILITY OF RAINFALL ,
TODAY TEMPERATURE = MAXIMUM 31 oC , MINIMUM - 21 o C ,
RELATIVE HUMIDITY - 87 % ,
WIND SPEED - 10 KMPH ",2019-10-20T17:49:52.843,2019,10
RAJASTHAN,KOTA,KHAIRABAD,NA,AGRICULTURE,Others,Others,Weather,"TELL ME ABOUT WEATHER INFORMATION ?
","Weather forecast: Name of district… Kota …… ..and block …… Khairabad… .. Rain is not expected in the next three days, but will be partly cloudy. Today's expected maximum temperature (34 ° C and minimum temperature of 24 ° C and wind speed 8 km / h) is likely to remain.",2019-10-20T17:50:14.23,2019,10
ODISHA,BARGARH,BHEDEN,NA,AGRICULTURE,Others,Others,Weather,"Weather forecast in Bargarh district at Bheden block
","Weather forecast in Bargarh district at Bheden block-There is moderate to very light rainfall expected for next 3 days and sky will remain partly cloudy. Tomorrows expected maximum temperature is 34 °C and minimum temperature is 23 °C. And wind speed is likely to be 6km/hr. advised to give irrigation as per weather forecast.
",2019-10-20T17:50:48.037,2019,10
ODISHA,BALASORE,NILGIRI,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","	Plant Protection	","Brown plant hopper in paddy ","Recommended to spray Chess ( Pymetrozine 50 % WG ) @ ( 9 gram per 15 litre ) 120 gm per 200 litre of water per 1 acre of land for control of Brown plant hopper in paddy ",2019-10-20T17:51:00.25,2019,10
BIHAR,"PURBA CHAMPARAN",PAHARPUR,NA,AGRICULTURE,0,0,"Government Schemes","Check application Status of  Pradhan Mantri Kisan Samman Nidhi Yojna "," https://dbtagriculture.bihar.gov.in/CheckStatusPMKISan.aspx ",2019-10-20T17:51:13.743,2019,10
HARYANA,BHIWANI,TOSHAM,NA,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	"," Information regarding How to control insect pest  in Bottle gourd 
","spray 75 gm spynosed 45 SC in 200 liter water per acre.
",2019-10-20T17:51:15.93,2019,10
HARYANA,SIRSA,DABWALI,NA,AGRICULTURE,Others,Others,Weather,"Information regarding weather ?
"," Fertilizer dose in Mustard : 26 kg urea , single super phosphate 50 kg ,zinc 10 kg per acre before sowing and 26 kilogram urea at first irrigation.
",2019-10-20T17:51:45.523,2019,10
"ANDHRA PRADESH","Y S R ",PENDLIMARRI,NA,HORTICULTURE,Fruits,Banana,"	Plant Protection	","ROOT ROT IN BANANA","RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS / 1 LITRE OF WATER ",2019-10-20T17:52:31.357,2019,10
BIHAR,MADHEPURA,GHELARH,NA,AGRICULTURE,0,0,"Government Schemes","REGISTRATION ","GO TO C S C CENTER/ BASUDHA KENDRA ",2019-10-20T17:53:26.41,2019,10
