StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
MAHARASHTRA,PUNE,INDAPUR,RABI,AGRICULTURE,Others,Others,"Crop Insurance","ASKED ABOUT CROP INSURANCE SCHEME","VISIT TO NEAREST NATIONLIZED BANK",2014-08-04T10:42:31,2014,8
MAHARASHTRA,JALGAON,AMALNER,JAYAD,AGRICULTURE,Oilseeds,"Sesame (Gingelly/Til)/Sesamum",Seeds,"Varieties ?","jlt-tapi,phule 1,panjab 1",2014-08-04T10:42:33,2014,8
"MADHYA PRADESH",UJJAIN,KHACHAROD,JAYAD,AGRICULTURE,Oilseeds,"Soybean (bhat)",Weather,"weather report ?","Ujjain 1 – 3 Day Weather Forecast Summary: Heavy rain (total 90mm), heaviest during Wed morning. Warm (max 28°C on Mon afternoon, min 23°C on Tue night). Mainly strong winds.",2014-08-04T10:42:44,2014,8
TELANGANA,KHAMMAM,BHADRACHALAM,NA,AGRICULTURE,Others,Others,0,"asked weather report","no rain next two days",2014-08-04T10:43:22,2014,8
"MADHYA PRADESH",RATLAM,JAORA,JAYAD,AGRICULTURE,Oilseeds,"Soybean (bhat)","	Plant Protection	","how to control of weeds in soybean crop?","use parsute @ 400 ml/acre.",2014-08-04T10:43:23,2014,8
"HIMACHAL PRADESH",SIRMAUR,SHILLAI,JAYAD,HORTICULTURE,Vegetables,"Pea (Vegetable)","Seeds and Planting Material","Information Regarding Earely improve var. in Pea ?","Earely improve var. in Pea are : Arkal ,V.L-3,Matar Ageta,Palam Tirloki.",2014-08-04T10:43:46,2014,8
TELANGANA,NIZAMABAD,MADNUR,NA,HORTICULTURE,Vegetables,Chillies,0,"chilli leaf curl","zolone 600ml/acre",2014-08-04T10:44:26,2014,8
RAJASTHAN,HANUMANGARH,NOHAR,NA,AGRICULTURE,"Fiber Crops","Cotton (Kapas)","	Plant Protection	","PEST CONTROL OF COTTON","SPRAY OF DIMETHOATE 30% EC 2 ML PER LITER WATER",2014-08-04T10:44:30,2014,8
MAHARASHTRA,BEED,GEORAI,JAYAD,AGRICULTURE,Others,Others,0,"WEATHER INFORMATION","Cloudy weather, possibility of low rainfall.",2014-08-04T10:44:33,2014,8
HARYANA,BHIWANI,BHIWANI,JAYAD,AGRICULTURE,"Fiber Crops","Cotton (Kapas)","Cultural Practices","Information regarding how to control bandar panja in cotton crop ?","Information regarding how to control bandar panja in cotton crop ?spray urea @ 2.5 kg,zinc @ 500 gm in 150 litre of water/acre.",2014-08-04T10:44:43,2014,8
