StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
BIHAR,BHOJPUR,ARA,NA,AGRICULTURE,Others,Others,Weather,weather,"Cloudy weather in your area , but no chance of rain in your area",2016-03-31T06:43:24.997,2016,3
TAMILNADU,CUDDALORE,MANGALUR,RABI,AGRICULTURE,Cereals,"Paddy (Dhan)","	Plant Protection	","Asking about Brown leaf hopper management in paddy","Recommended for apply Acorus powder 5 kg + ash powder 5 kg mixed with 20 kg of sand /acre",2016-03-31T06:44:50.387,2016,3
"UTTAR PRADESH","AMBEDKAR NAGAR",BHIYAWAN,JAYAD,AGRICULTURE,Cereals,Wheat,Weather,"ABOUT WEATHER","TOLD ABOUT WEATHER",2016-03-31T06:45:21.217,2016,3
TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","Paddy in drought management","Recommended for spray pink pigment facultative methylotrops (PPFM)10 ml/litre  of water.",2016-03-31T06:45:32.163,2016,3
"HIMACHAL PRADESH",SIRMAUR,SHILLAI,JAYAD,HORTICULTURE,Fruits,Apple,"	Plant Protection	","TSO dose in apple plants ?","TSO dose in apple plants are spray 3 litres /200litre of water.",2016-03-31T06:46:41.81,2016,3
HARYANA,SIRSA,DABWALI,NA,AGRICULTURE,Millets,"Maize (Makka)",Varieties,"varieties of rabi maize?","HHM-1 , HHM-2 , HM-4 , HM-5 , HM-10 , HM-11 , HQPM-1 , HQPM-5",2016-03-31T06:46:57.693,2016,3
RAJASTHAN,PALI,JAITARAN,RABI,AGRICULTURE,Others,Others,"Government Schemes","TELL ME SUBSIDY ON PIPE LINE","SUBSIDY ON PIPE LINE= 50% OF TOTAL COST OR 15000/- MAXIMUM",2016-03-31T06:47:46.923,2016,3
HARYANA,HISSAR,UKLANA,KHARIF,AGRICULTURE,"Fiber Crops","Cotton (Kapas)",Varieties,".improved varieties of BT cotton ?
.","improved varieties of BT cotton ?
Rasi-134, Rasi-138, Rasi-650, Rasi-653. R C H- 776,R C H -602 ankur -3028, sriram-6488,6588, bayare-7007.
.",2016-03-31T06:51:25.52,2016,3
"MADHYA PRADESH",RAISEN,GAIRATGANJ,JAYAD,AGRICULTURE,Pulses,"Green Gram (Moong Bean/ Moong)","Cultural Practices","Farmer want to know information about  how to increase growth of  
moong?","Ans:- recommended for foliar application of IFFCO 19:19:19 water 
soluble fertilizer @ 100 gm/pump.",2016-03-31T06:51:39.533,2016,3
ODISHA,GANJAM,SHERAGADA,NA,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	","Fruit borer in brinjal","Spray flubendiamide 1 mili in 3 litre water",2016-03-31T06:54:22.713,2016,3
