StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,Year,Month
ODISHA,NAWORANGPUR,"0   ",NA,AGRICULTURE,Cereals,"Paddy (Dhan)","Cultural Practices","nutrient application","basal application of NPK-6kg-12kg-12kg",2014-06-19T17:20:26,2014,6
RAJASTHAN,AJMER,KISHANGARH,JAYAD,AGRICULTURE,Others,Others,Weather,"TELL ME WEATHER INFORMATION","POSSIBILITY OF COMING MANSOON ON 26 JUNE IN YOUR DISTRICT",2014-06-19T17:20:31,2014,6
MAHARASHTRA,HINGOLI,KALAMNURI,JAYAD,AGRICULTURE,Others,Others,Weather,"weather report","cloudy weather but not possibility of rain",2014-06-19T17:20:56,2014,6
MAHARASHTRA,AHMADNAGAR,"0   ",JAYAD,AGRICULTURE,Cereals,Wheat,0,"Weather Forecast?","Partly cloudy and possibility of light rain",2014-06-19T17:21:01,2014,6
PUNJAB,FARIDKOT,"KOT KAPURA",JAYAD,AGRICULTURE,Others,Others,Weather,"INFORMATION REGARDING WEATHER CONDITION OF faridkot ?","WEATHER IS CLOUDY NO CHANCE OF RAINFALL TODAY .",2014-06-19T17:21:07,2014,6
GUJARAT,SABARKANTHA,VADALI,NA,AGRICULTURE,Others,Others,0,"ask for the weather","call 18002082082 for  the weather",2014-06-19T17:21:37,2014,6
"MADHYA PRADESH","EAST NIMAR",KHANDWA,NA,HORTICULTURE,Vegetables,Chillies,0,"Farmer want to know information  about   FUNGAL ATTACT IN CHILIES ?","Mancozeb 63% + Carbendazime 12% WP 40 gram and steptrocyclean 2 gram at 15 liter of water.",2014-06-19T17:23:11,2014,6
RAJASTHAN,KARAULI,HINDAUN,NA,AGRICULTURE,Millets,"Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)",Seeds,"TELL ME VARIETY OF BAJRA","VARIETY OF BAJRA HHB-67, RHB-173,177, RAJ-171, RHB-121",2014-06-19T17:23:12,2014,6
MAHARASHTRA,PARBHANI,PURNA,JAYAD,AGRICULTURE,Others,Others,Weather,"ASKED ABOUT WEATHER FORCAST?","Partly cloudy,  possibility of light  rain.",2014-06-19T17:23:13,2014,6
MAHARASHTRA,SOLAPUR,PANDHARPUR,NA,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	","aphid jassid control on tomato ?","tumhi ras shoshan karnarya kidi kariata  rijent 30 mili /pamp panyat",2014-06-19T17:23:37,2014,6
